no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,0,0,5,,,,,num_6,0,0.38590969998,num_2,0.452448999975,num_6,0.356087699998,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,1,1,24,,,,,,,,,,num_7,0.437155500025,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,2,2,7,,,,,,,,,,num_8,0.402775200026,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,3,3,16,,,,,,,,,,num_8,0.381662300002,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,4,4,1,,,,,,,,,,num_2,0.503758600011,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,5,5,8,,,,,,,,,,num_9,0.455076699989,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,6,6,4,,,,,,,,,,num_5,0.319813899987,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,7,7,15,,,,,,,,,,num_7,0.4357304,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,8,8,9,,,,,,,,,,num_1,0.890201599977,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,9,9,17,,,,,,,,,,num_9,0.484921300027,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,10,10,23,,,,,,,,,,num_6,0.4023093,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,11,11,3,,,,,,,,,,num_4,0.452967999998,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,12,12,13,,,,,,,,,,num_5,0.368667400006,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,13,13,12,,,,,,,,,,num_4,0.399400900002,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,14,14,20,,,,,,,,,,num_3,0.617841300002,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,15,15,19,,,,,,,,,,num_2,0.519653900003,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,16,16,21,,,,,,,,,,num_4,0.353056499996,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,17,17,11,,,,,,,,,,num_3,0.470321500005,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,18,18,2,,,,,,,,,,num_3,0.435732599988,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,19,19,18,,,,,,,,,,num_1,0.552551300003,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,20,20,0,,,,,,,,,,num_1,0.420140000002,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,21,21,14,,,,,,,,,,num_6,0.485612999997,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,22,22,25,,,,,,,,,,num_8,0.453544100019,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,23,23,22,,,,,,,,,,num_5,0.402472999995,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,24,24,10,,,,,,,,,,num_2,0.419190799992,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,25,25,6,,,,,,,,,,num_7,0.484226400004,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,26,26,26,,,,,,,,,,num_9,0.436705300002,,,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
1,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_9,0.478906500008,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
2,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_9,0.435458599997,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
3,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,2,2,2,,,,,,,,num_5,0.435404699994,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
4,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,3,3,3,,,,,,,,num_5,0.518728900002,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
5,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,4,4,4,,,,,,,,num_8,0.484834999981,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
6,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,5,5,5,,,,,,,,num_8,0.386143600015,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
7,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,6,6,6,,,,,,,,num_6,0.470221600001,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
8,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,7,7,7,,,,,,,,num_6,0.487114200019,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
9,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,8,8,8,,,,,,,,num_1,0.619273600023,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
10,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,9,9,9,,,,,,,,num_1,0.48688750001,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
-1,pic/6.png,huan,['num_6'],,,,,,,,,,,,,0,10,10,10,,,,,,,,num_6,0.3687164,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,11,11,11,,,,,,,,num_7,0.48686189999,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
11,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,12,12,12,,,,,,,,num_6,0.318594299984,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
12,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,13,13,13,,,,,,,,num_6,0.336423900008,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
13,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,14,14,14,,,,,,,,num_6,0.386487699987,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
14,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,15,15,15,,,,,,,,num_5,0.389238000003,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
15,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,16,16,16,,,,,,,,num_5,0.353246199986,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
16,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,17,17,17,,,,,,,,num_5,0.302821999998,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
17,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,18,18,18,,,,,,,,num_8,0.436345499998,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
18,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,19,19,19,,,,,,,,num_8,0.385007300007,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
19,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,20,20,20,,,,,,,,num_8,0.319276199996,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
20,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,21,21,21,,,,,,,,num_4,0.453237499984,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
21,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,22,22,22,,,,,,,,num_4,0.301952000009,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
22,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,23,23,23,,,,,,,,num_4,0.234258899989,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
-1,pic/8.png,huan,['num_8'],,,,,,,,,,,,,0,24,24,24,,,,,,,,num_8,0.434819699993,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,25,25,25,,,,,,,,num_7,0.485899899999,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
23,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,26,26,26,,,,,,,,num_6,0.402175499999,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
24,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,27,27,27,,,,,,,,num_5,0.467438199994,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
25,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,28,28,28,,,,,,,,num_5,0.45265989998,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
26,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,29,29,29,,,,,,,,num_5,0.369269499992,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
27,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,30,30,30,,,,,,,,num_2,0.618094800011,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
28,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,31,31,31,,,,,,,,num_2,0.518876799993,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
29,pic/9.png,abb,['num_9'],,,,,,,,,,,,,0,32,32,32,,,,,,,,num_9,0.569920200011,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
30,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,33,33,33,,,,,,,,num_2,0.466971900023,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
31,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,34,34,34,,,,,,,,num_2,0.536694000009,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
32,pic/4.png,abb,['num_4'],,,,,,,,,,,,,0,35,35,35,,,,,,,,num_4,0.402990000002,2019_May_07_1744,59.9001823362,click_exp,001,171810006,
