no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,0,0,15,,,,,num_4,0,0.586613199994,num_2,0.685317299998,num_7,0.555663300009,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,1,1,23,,,,,,,,,,num_6,0.684539999987,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,2,2,20,,,,,,,,,,num_3,0.686938600003,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,3,3,6,,,,,,,,,,num_7,0.936332299985,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,4,4,2,,,,,,,,,,num_3,0.752550899982,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,5,5,22,,,,,,,,,,num_5,0.519597099978,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,6,6,14,,,,,,,,,,num_6,0.636493700003,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,7,7,17,,,,,,,,,,num_9,0.553783199983,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,8,8,3,,,,,,,,,,num_4,0.819258300005,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,9,9,9,,,,,,,,,,num_1,0.484789899987,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,10,10,12,,,,,,,,,,num_4,0.552888900012,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,11,11,13,,,,,,,,,,num_5,0.502275499981,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,12,12,24,,,,,,,,,,num_7,0.569286000013,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,13,13,11,,,,,,,,,,num_3,0.852917599987,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,14,14,5,,,,,,,,,,num_6,0.502866199997,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,15,15,19,,,,,,,,,,num_2,0.652470600005,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,16,16,25,,,,,,,,,,num_8,0.553071400005,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,17,17,0,,,,,,,,,,num_1,0.48578030002,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,18,18,10,,,,,,,,,,num_2,0.652915899991,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,19,19,7,,,,,,,,,,num_8,0.986276299984,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,20,20,1,,,,,,,,,,num_2,1.06989310001,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,21,21,16,,,,,,,,,,num_8,0.719218299986,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,22,22,18,,,,,,,,,,num_1,0.636593600007,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,23,23,21,,,,,,,,,,num_4,0.635500200005,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,24,24,26,,,,,,,,,,num_9,0.753063300013,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,25,25,8,,,,,,,,,,num_9,0.572391099995,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,26,26,4,,,,,,,,,,num_5,0.670093699999,,,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
1,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_6,0.63283420002,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
2,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_6,0.635828800005,2019_May_07_1815,59.9823891691,click_exp,001,MG1807010,
