no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,0,0,3,,,,,num_1,0,0.801529500022,num_2,0.684999400022,num_4,0.615371899999,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,1,1,21,,,,,,,,,,num_4,0.651389800012,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,2,2,4,,,,,,,,,,num_5,0.701281999995,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,3,3,1,,,,,,,,,,num_2,0.751407599979,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,4,4,5,,,,,,,,,,num_6,0.918505800015,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,5,5,7,,,,,,,,,,num_8,0.884989000013,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,6,6,9,,,,,,,,,,num_1,0.784723099991,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,7,7,20,,,,,,,,,,num_3,0.801693800022,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,8,8,24,,,,,,,,,,num_7,0.734818500001,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,9,9,11,,,,,,,,,,num_3,0.751497800025,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,10,10,17,,,,,,,,,,num_9,0.751356299996,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,11,11,6,,,,,,,,,,num_7,0.8183058,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,12,12,22,,,,,,,,,,num_5,0.834925600007,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,13,13,16,,,,,,,,,,num_8,1.15203870001,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,14,14,12,,,,,,,,,,num_4,0.785095300002,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,15,15,26,,,,,,,,,,num_9,0.801669200009,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,16,16,14,,,,,,,,,,num_6,0.71799840001,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,17,17,10,,,,,,,,,,num_2,0.884924599988,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,18,18,2,,,,,,,,,,num_3,0.818065500003,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,19,19,8,,,,,,,,,,num_9,0.835054199997,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,20,20,25,,,,,,,,,,num_8,0.701478300005,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,21,21,0,,,,,,,,,,num_1,0.751705200004,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,22,22,19,,,,,,,,,,num_2,0.85140840002,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,23,23,18,,,,,,,,,,num_1,0.684637600003,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,24,24,23,,,,,,,,,,num_6,0.718217200018,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,25,25,13,,,,,,,,,,num_5,0.701264800009,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,26,26,15,,,,,,,,,,num_7,0.918184399983,,,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
1,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_9,0.800957700005,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
2,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_9,0.768203299987,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
3,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,2,2,2,,,,,,,,num_5,0.8017559,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
4,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,3,3,3,,,,,,,,num_5,0.701321300003,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
5,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,4,4,4,,,,,,,,num_8,0.718118999997,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
6,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,5,5,5,,,,,,,,num_8,0.785190199997,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
7,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,6,6,6,,,,,,,,num_6,0.835127500002,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
8,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,7,7,7,,,,,,,,num_6,0.78525429999,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
9,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,8,8,8,,,,,,,,num_1,0.835346000007,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
10,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,9,9,9,,,,,,,,num_1,0.834936200001,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
-1,pic/6.png,huan,['num_6'],,,,,,,,,,,,,0,10,10,10,,,,,,,,num_6,1.0851927,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,11,11,11,,,,,,,,num_7,0.80157500002,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
11,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,12,12,12,,,,,,,,num_6,0.718041999993,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
12,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,13,13,13,,,,,,,,num_6,0.768361599999,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
13,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,14,14,14,,,,,,,,num_6,0.684955299977,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
14,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,15,15,15,,,,,,,,num_5,0.701277100015,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
15,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,16,16,16,,,,,,,,num_5,0.551485799981,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
16,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,17,17,17,,,,,,,,num_5,0.451656699996,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
17,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,18,18,18,,,,,,,,num_8,0.734881700017,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
18,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,19,19,19,,,,,,,,num_8,0.734832300019,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
19,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,20,20,20,,,,,,,,num_8,0.668282499973,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
20,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,21,21,21,,,,,,,,num_4,0.768043499993,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
21,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,22,22,22,,,,,,,,num_4,0.6845799,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
22,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,23,23,23,,,,,,,,num_4,0.751801000006,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
-1,pic/8.png,huan,['num_8'],,,,,,,,,,,,,0,24,24,24,,,,,,,,num_8,0.751640900009,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,25,25,25,,,,,,,,num_7,0.784819599998,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
23,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,26,26,26,,,,,,,,num_6,0.784753099986,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
24,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,27,27,27,,,,,,,,num_5,0.734853800008,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
25,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,28,28,28,,,,,,,,num_5,0.684701399994,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
26,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,29,29,29,,,,,,,,num_5,0.751336299989,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
27,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,30,30,30,,,,,,,,num_2,0.835001600004,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
28,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,31,31,31,,,,,,,,num_2,0.751797400007,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
29,pic/9.png,abb,['num_9'],,,,,,,,,,,,,0,32,32,32,,,,,,,,num_9,0.918359100004,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
30,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,33,33,33,,,,,,,,num_2,0.818103400001,2019_May_07_1620,59.9818494868,click_exp,001,MG1713014,
