no,pic,cla,ans,n,key_resp_base.keys_raw,key_resp_base.rt_mean,key_resp_base.rt_raw,key_resp_base.rt_std,order
1,pic/1.png,baseline,['num_1'],1.0,'num_1',0.568154275417,0.5681542754173279,0.0,24.0
2,pic/2.png,baseline,['num_2'],1.0,'num_2',0.500910818577,0.5009108185768127,0.0,10.0
3,pic/3.png,baseline,['num_3'],1.0,'num_3',0.467931389809,0.4679313898086548,0.0,1.0
4,pic/4.png,baseline,['num_4'],1.0,'num_4',0.401221990585,0.40122199058532715,0.0,6.0
5,pic/5.png,baseline,['num_5'],1.0,'num_5',0.418156594038,0.41815659403800964,0.0,16.0
6,pic/6.png,baseline,['num_6'],1.0,'num_6',0.434555202723,0.43455520272254944,0.0,19.0
7,pic/7.png,baseline,['num_7'],1.0,'num_7',0.584693074226,0.5846930742263794,0.0,20.0
8,pic/8.png,baseline,['num_8'],1.0,'num_8',0.484159201384,0.4841592013835907,0.0,15.0
9,pic/9.png,baseline,['num_9'],1.0,'num_9',0.48381870985,0.4838187098503113,0.0,0.0
10,pic/1.png,baseline,['num_1'],1.0,'num_1',0.584806621075,0.5848066210746765,0.0,18.0
11,pic/2.png,baseline,['num_2'],1.0,'num_2',0.517911016941,0.5179110169410706,0.0,9.0
12,pic/3.png,baseline,['num_3'],1.0,'num_3',0.534662604332,0.5346626043319702,0.0,23.0
13,pic/4.png,baseline,['num_4'],1.0,'num_4',0.417682111263,0.41768211126327515,0.0,3.0
14,pic/5.png,baseline,['num_5'],1.0,'num_5',0.384856909513,0.3848569095134735,0.0,2.0
15,pic/6.png,baseline,['num_6'],1.0,'num_6',0.401434004307,0.4014340043067932,0.0,8.0
16,pic/7.png,baseline,['num_7'],1.0,'num_7',0.467988491058,0.4679884910583496,0.0,22.0
17,pic/8.png,baseline,['num_8'],1.0,'num_8',0.451519191265,0.4515191912651062,0.0,26.0
18,pic/9.png,baseline,['num_9'],1.0,'num_9',0.517910480499,0.5179104804992676,0.0,14.0
19,pic/1.png,baseline,['num_1'],1.0,'num_1',0.53472751379,0.5347275137901306,0.0,5.0
20,pic/2.png,baseline,['num_2'],1.0,'num_2',0.484567195177,0.48456719517707825,0.0,11.0
21,pic/3.png,baseline,['num_3'],1.0,'num_3',0.534843921661,0.534843921661377,0.0,7.0
22,pic/4.png,baseline,['num_4'],1.0,'num_4',0.367727488279,0.36772748827934265,0.0,17.0
23,pic/5.png,baseline,['num_5'],1.0,'num_5',0.38460201025,0.38460201025009155,0.0,25.0
24,pic/6.png,baseline,['num_6'],1.0,'num_6',0.41860550642,0.4186055064201355,0.0,13.0
25,pic/7.png,baseline,['num_7'],1.0,'num_7',0.501338124275,0.5013381242752075,0.0,21.0
26,pic/8.png,baseline,['num_8'],1.0,'num_8',0.484712511301,0.48471251130104065,0.0,4.0
27,pic/9.png,baseline,['num_9'],1.0,'num_9',0.534636616707,0.5346366167068481,0.0,12.0

extraInfo
date,2019_May_07_0922
frameRate,59.9256322961
expName,click_exp
session,001
participant,161210015
