no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,0,0,5,,,,,num_7,0,0.636972800014,num_2,0.619579899998,num_6,0.470870199992,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,1,1,20,,,,,,,,,,num_3,0.635372299992,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,2,2,14,,,,,,,,,,num_6,0.619053800008,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,3,3,22,,,,,,,,,,num_5,0.401907899999,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,4,4,26,,,,,,,,,,num_9,0.520022699988,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,5,5,23,,,,,,,,,,num_6,0.51968930001,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,6,6,15,,,,,,,,,,num_7,0.536516799999,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,7,7,8,,,,,,,,,,num_9,0.586597200017,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,8,8,12,,,,,,,,,,num_4,0.453197399998,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,9,9,13,,,,,,,,,,num_5,0.469830599992,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,10,10,24,,,,,,,,,,num_7,0.586916400003,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,11,11,18,,,,,,,,,,num_1,0.604146799975,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,12,12,3,,,,,,,,,,num_4,0.503079799993,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,13,13,6,,,,,,,,,,num_7,0.569818799995,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,14,14,9,,,,,,,,,,num_1,0.535559099982,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,15,15,21,,,,,,,,,,num_4,0.402035900013,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,16,16,7,,,,,,,,,,num_8,0.58649430002,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,17,17,0,,,,,,,,,,num_1,0.569274699985,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,18,18,10,,,,,,,,,,num_2,0.653841199994,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,19,19,11,,,,,,,,,,num_3,0.652935799997,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,20,20,16,,,,,,,,,,num_8,0.520779899991,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,21,21,19,,,,,,,,,,num_2,0.853401600005,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,22,22,1,,,,,,,,,,num_2,0.636708999984,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,23,23,17,,,,,,,,,,num_9,0.803409300017,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,24,24,25,,,,,,,,,,num_8,0.786463099997,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,25,25,4,,,,,,,,,,num_5,0.569845699996,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,26,26,2,,,,,,,,,,num_3,0.619215800019,,,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
1,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_1,0.535167299997,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
2,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_1,0.452141799993,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
3,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,2,2,2,,,,,,,,num_9,0.769866700022,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
4,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,3,3,3,,,,,,,,num_9,0.569780299993,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
5,pic/3.png,aa,['num_3'],,,,,,,,,,,,,0,4,4,4,,,,,,,,num_3,0.619644299994,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
6,pic/3.png,aa,['num_3'],,,,,,,,,,,,,0,5,5,5,,,,,,,,num_3,0.469300900004,2019_May_08_1115,59.3603917767,click_exp,001,MG1808062,
