no,pic,cla,ans,n,key_resp_base.keys_raw,key_resp_base.rt_mean,key_resp_base.rt_raw,key_resp_base.rt_std,order
1,pic/1.png,baseline,['num_1'],1.0,'num_1',0.551285624504,0.5512856245040894,0.0,20.0
2,pic/2.png,baseline,['num_2'],1.0,'num_2',0.51799249649,0.5179924964904785,0.0,19.0
3,pic/3.png,baseline,['num_3'],1.0,'num_3',0.617859125137,0.6178591251373291,0.0,1.0
4,pic/4.png,baseline,['num_4'],1.0,'num_4',0.551253497601,0.5512534976005554,0.0,23.0
5,pic/5.png,baseline,['num_5'],1.0,'num_5',0.467844307423,0.46784430742263794,0.0,21.0
6,pic/6.png,baseline,['num_6'],1.0,'num_6',0.467846006155,0.46784600615501404,0.0,17.0
7,pic/7.png,baseline,['num_7'],1.0,'num_7',0.534544706345,0.5345447063446045,0.0,9.0
8,pic/8.png,baseline,['num_8'],1.0,'num_8',0.518120884895,0.5181208848953247,0.0,2.0
9,pic/9.png,baseline,['num_9'],1.0,'num_9',0.534509420395,0.5345094203948975,0.0,3.0
10,pic/1.png,baseline,['num_1'],1.0,'num_1',0.601228773594,0.6012287735939026,0.0,11.0
11,pic/2.png,baseline,['num_2'],1.0,'num_2',0.517778217793,0.517778217792511,0.0,0.0
12,pic/3.png,baseline,['num_3'],1.0,'num_3',0.551150083542,0.5511500835418701,0.0,10.0
13,pic/4.png,baseline,['num_4'],1.0,'num_4',0.450512111187,0.4505121111869812,0.0,25.0
14,pic/5.png,baseline,['num_5'],1.0,'num_5',0.451369792223,0.4513697922229767,0.0,22.0
15,pic/6.png,baseline,['num_6'],1.0,'num_6',0.434459805489,0.4344598054885864,0.0,18.0
16,pic/7.png,baseline,['num_7'],1.0,'num_7',0.584795296192,0.5847952961921692,0.0,8.0
17,pic/8.png,baseline,['num_8'],1.0,'num_8',0.451263993979,0.45126399397850037,0.0,5.0
18,pic/9.png,baseline,['num_9'],1.0,'num_9',0.634919822216,0.6349198222160339,0.0,24.0
19,pic/1.png,baseline,['num_1'],1.0,'num_1',0.584921419621,0.5849214196205139,0.0,6.0
20,pic/2.png,baseline,['num_2'],1.0,'num_2',0.517866671085,0.5178666710853577,0.0,13.0
21,pic/3.png,baseline,['num_3'],1.0,'num_3',0.518181622028,0.5181816220283508,0.0,16.0
22,pic/4.png,baseline,['num_4'],1.0,'num_4',0.434537708759,0.43453770875930786,0.0,12.0
23,pic/5.png,baseline,['num_5'],1.0,'num_5',0.451702713966,0.45170271396636963,0.0,15.0
24,pic/6.png,baseline,['num_6'],1.0,'num_6',0.468012690544,0.4680126905441284,0.0,26.0
25,pic/7.png,baseline,['num_7'],1.0,'num_7',0.568259000778,0.5682590007781982,0.0,7.0
26,pic/8.png,baseline,['num_8'],1.0,'num_8',0.45116481185,0.4511648118495941,0.0,4.0
27,pic/9.png,baseline,['num_9'],1.0,'num_9',0.551315784454,0.5513157844543457,0.0,14.0

extraInfo
date,2019_May_07_1647
frameRate,59.9883622494
expName,click_exp
session,001
participant,MF1733013
