12.2795 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='white', colorSpace='named', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1E4180F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
12.2796 	EXP 	window1: recordFrameIntervals = False
12.4448 	EXP 	window1: recordFrameIntervals = True
12.6288 	EXP 	window1: recordFrameIntervals = False
13.0228 	EXP 	Created wel_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='wel_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
13.0281 	EXP 	Created image_practice = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_practice', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
13.0556 	EXP 	Created point_prac = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_prac', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
13.1310 	EXP 	Created text_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='text_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
13.1378 	EXP 	Created huan_point = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='huan_point', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
13.1424 	EXP 	Created image_huan = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_huan', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
13.1491 	EXP 	Created point_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
13.1539 	EXP 	Created image_base = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_base', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
13.1610 	EXP 	Created point_for = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_for', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
13.1657 	EXP 	Created image_for = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_for', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
13.1853 	EXP 	wel_text: autoDraw = True
48.7187 	DATA 	Keypress: space
48.7595 	EXP 	Imported pic\prac_click.csv as conditions, 47 conditions, 4 params
48.7616 	EXP 	Created sequence: random, trialTypes=47, nReps=1, seed=None
48.7635 	EXP 	New trial (rep=0, index=0): OrderedDict([('no', 10), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
48.8822 	EXP 	wel_text: autoDraw = False
48.8822 	EXP 	image_practice: image = u'pic/1.png'
48.8822 	EXP 	point_prac: autoDraw = True
49.8874 	EXP 	image_practice: autoDraw = True
49.8874 	EXP 	point_prac: autoDraw = False
50.7007 	DATA 	Keypress: num_1
50.7045 	EXP 	New trial (rep=0, index=1): OrderedDict([('no', 34), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
50.7885 	EXP 	image_practice: autoDraw = False
50.7885 	EXP 	point_prac: autoDraw = False
50.7885 	EXP 	image_practice: image = u'pic/7.png'
50.7885 	EXP 	point_prac: autoDraw = True
51.7176 	EXP 	point_prac: autoDraw = False
51.7344 	EXP 	image_practice: autoDraw = True
52.5526 	DATA 	Keypress: num_7
52.5559 	EXP 	New trial (rep=0, index=2): OrderedDict([('no', 14), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
52.6371 	EXP 	image_practice: autoDraw = False
52.6371 	EXP 	point_prac: autoDraw = False
52.6371 	EXP 	image_practice: image = u'pic/5.png'
52.6371 	EXP 	point_prac: autoDraw = True
53.5696 	EXP 	point_prac: autoDraw = False
53.5869 	EXP 	image_practice: autoDraw = True
54.1887 	DATA 	Keypress: num_5
54.1922 	EXP 	New trial (rep=0, index=3): OrderedDict([('no', 16), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
54.2752 	EXP 	image_practice: autoDraw = False
54.2752 	EXP 	point_prac: autoDraw = False
54.2752 	EXP 	image_practice: image = u'pic/7.png'
54.2752 	EXP 	point_prac: autoDraw = True
55.2045 	EXP 	point_prac: autoDraw = False
55.2212 	EXP 	image_practice: autoDraw = True
55.9067 	DATA 	Keypress: num_7
55.9101 	EXP 	New trial (rep=0, index=4): OrderedDict([('no', 46), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
55.9963 	EXP 	image_practice: autoDraw = False
55.9963 	EXP 	point_prac: autoDraw = False
55.9963 	EXP 	image_practice: image = u'pic/8.png'
55.9963 	EXP 	point_prac: autoDraw = True
56.9229 	EXP 	point_prac: autoDraw = False
56.9396 	EXP 	image_practice: autoDraw = True
57.5249 	DATA 	Keypress: num_8
57.5286 	EXP 	New trial (rep=0, index=5): OrderedDict([('no', 32), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
57.6190 	EXP 	image_practice: autoDraw = False
57.6190 	EXP 	point_prac: autoDraw = False
57.6190 	EXP 	image_practice: image = u'pic/5.png'
57.6190 	EXP 	point_prac: autoDraw = True
58.5411 	EXP 	point_prac: autoDraw = False
58.5580 	EXP 	image_practice: autoDraw = True
59.2270 	DATA 	Keypress: num_5
59.2308 	EXP 	New trial (rep=0, index=6): OrderedDict([('no', 19), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
59.3215 	EXP 	image_practice: autoDraw = False
59.3215 	EXP 	point_prac: autoDraw = False
