no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,0,0,10,,,,,num_9,0,0.518173500022,num_9,0.56853769999,num_2,0.517778199981,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,1,1,2,,,,,,,,,,num_3,0.617859099992,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,2,2,7,,,,,,,,,,num_8,0.5181209,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,3,3,8,,,,,,,,,,num_9,0.534509400022,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,4,4,25,,,,,,,,,,num_8,0.451164800004,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,5,5,16,,,,,,,,,,num_8,0.451264000003,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,6,6,18,,,,,,,,,,num_1,0.584921400005,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,7,7,24,,,,,,,,,,num_7,0.568258999992,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,8,8,15,,,,,,,,,,num_7,0.584795300005,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,9,9,6,,,,,,,,,,num_7,0.5345447,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,10,10,11,,,,,,,,,,num_3,0.551150099986,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,11,11,9,,,,,,,,,,num_1,0.601228799991,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,12,12,21,,,,,,,,,,num_4,0.434537699999,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,13,13,19,,,,,,,,,,num_2,0.517866700015,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,14,14,26,,,,,,,,,,num_9,0.551315799996,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,15,15,22,,,,,,,,,,num_5,0.451702699997,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,16,16,20,,,,,,,,,,num_3,0.518181599997,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,17,17,5,,,,,,,,,,num_6,0.467845999985,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,18,18,14,,,,,,,,,,num_6,0.434459800017,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,19,19,1,,,,,,,,,,num_2,0.517992499983,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,20,20,0,,,,,,,,,,num_1,0.551285599999,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,21,21,4,,,,,,,,,,num_5,0.467844300001,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,22,22,13,,,,,,,,,,num_5,0.451369799994,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,23,23,3,,,,,,,,,,num_4,0.551253500016,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,24,24,17,,,,,,,,,,num_9,0.634919799981,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,25,25,12,,,,,,,,,,num_4,0.450512099982,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,26,26,23,,,,,,,,,,num_6,0.468012699974,,,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
1,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_9,0.587251300021,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
2,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_9,0.51808509999,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
3,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,2,2,2,,,,,,,,num_5,0.534645700012,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
4,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,3,3,3,,,,,,,,num_5,0.400840100017,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
5,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,4,4,4,,,,,,,,num_8,0.517678300006,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
6,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,5,5,5,,,,,,,,num_8,0.467858000018,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
7,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,6,6,6,,,,,,,,num_6,0.418103500007,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
8,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,7,7,7,,,,,,,,num_6,0.401196499995,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
9,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,8,8,8,,,,,,,,num_1,0.584763700026,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
10,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,9,9,9,,,,,,,,num_1,0.534792499995,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
-1,pic/6.png,huan,['num_6'],,,,,,,,,,,,,0,10,10,10,,,,,,,,num_6,0.467932800006,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,11,11,11,,,,,,,,num_7,0.584662399982,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
11,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,12,12,12,,,,,,,,num_6,0.451193199988,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
12,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,13,13,13,,,,,,,,num_6,0.401077499992,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
13,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,14,14,14,,,,,,,,num_6,0.401479699998,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
14,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,15,15,15,,,,,,,,num_5,0.534540299996,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
15,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,16,16,16,,,,,,,,num_5,0.451248700003,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
16,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,17,17,17,,,,,,,,num_5,0.401086299971,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
17,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,18,18,18,,,,,,,,num_8,0.518001400022,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
18,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,19,19,19,,,,,,,,num_8,0.4514127,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
19,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,20,20,20,,,,,,,,num_8,0.384827400005,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
20,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,21,21,21,,,,,,,,num_4,0.451066100009,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
21,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,22,22,22,,,,,,,,num_4,0.368031999998,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
22,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,23,23,23,,,,,,,,num_4,0.351277400012,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
-1,pic/8.png,huan,['num_8'],,,,,,,,,,,,,0,24,24,24,,,,,,,,num_8,0.518344100012,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,25,25,25,,,,,,,,num_7,0.584510300017,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
23,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,26,26,26,,,,,,,,num_6,0.434302999987,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
24,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,27,27,27,,,,,,,,num_5,0.501161100023,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
25,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,28,28,28,,,,,,,,num_5,0.351629000012,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
26,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,29,29,29,,,,,,,,num_5,0.368184999999,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
27,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,30,30,30,,,,,,,,num_2,0.584766100015,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
28,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,31,31,31,,,,,,,,num_2,0.484584499995,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
29,pic/9.png,abb,['num_9'],,,,,,,,,,,,,0,32,32,32,,,,,,,,num_9,0.56820400001,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
30,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,33,33,33,,,,,,,,num_2,0.534995499998,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
31,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,34,34,34,,,,,,,,num_2,0.551399400021,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
32,pic/4.png,abb,['num_4'],,,,,,,,,,,,,0,35,35,35,,,,,,,,num_4,0.417741099984,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
33,pic/8.png,abb,['num_8'],,,,,,,,,,,,,0,36,36,36,,,,,,,,num_8,0.534795600019,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
34,pic/8.png,abb,['num_8'],,,,,,,,,,,,,0,37,37,37,,,,,,,,num_8,0.501430100005,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
35,pic/1.png,abb,['num_1'],,,,,,,,,,,,,0,38,38,38,,,,,,,,num_1,0.735344000015,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
36,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,39,39,39,,,,,,,,num_6,0.434367199981,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
37,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,40,40,40,,,,,,,,num_6,0.434736799973,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
38,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,41,41,41,,,,,,,,num_5,0.518015599984,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
39,pic/4.png,abb,['num_4'],,,,,,,,,,,,,0,42,42,42,,,,,,,,num_4,0.501450000011,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
40,pic/4.png,abb,['num_4'],,,,,,,,,,,,,0,43,43,43,,,,,,,,num_4,0.484604199999,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
41,pic/7.png,abb,['num_7'],,,,,,,,,,,,,0,44,44,44,,,,,,,,num_7,0.668502400018,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
42,pic/1.png,abb,['num_1'],,,,,,,,,,,,,0,45,45,45,,,,,,,,num_1,0.65140979999,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
43,pic/1.png,abb,['num_1'],,,,,,,,,,,,,0,46,46,46,,,,,,,,num_1,0.6179022,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
44,pic/9.png,abb,['num_9'],,,,,,,,,,,,,0,47,47,47,,,,,,,,num_9,0.618114000012,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
45,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,48,48,48,,,,,,,,num_5,0.451375999983,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
46,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,49,49,49,,,,,,,,num_5,0.367984000011,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
-1,pic/1.png,huan,['num_1'],,,,,,,,,,,,,0,50,50,50,,,,,,,,num_1,0.651548900001,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
-1,pic/2.png,huan,['num_2'],,,,,,,,,,,,,0,51,51,51,,,,,,,,num_2,0.584986600006,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
47,pic/4.png,wh,['num_4'],,,,,,,,,,,,,0,52,52,52,,,,,,,,num_4,0.417869800003,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
48,pic/5.png,wh,['num_5'],,,,,,,,,,,,,0,53,53,53,,,,,,,,num_5,0.367965400015,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
49,pic/6.png,wh,['num_6'],,,,,,,,,,,,,0,54,54,54,,,,,,,,num_6,0.401187999989,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
50,pic/2.png,wh,['num_2'],,,,,,,,,,,,,0,55,55,55,,,,,,,,num_2,0.53482890001,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
51,pic/5.png,wh,['num_5'],,,,,,,,,,,,,0,56,56,56,,,,,,,,num_5,0.350818800012,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
52,pic/8.png,wh,['num_8'],,,,,,,,,,,,,0,57,57,57,,,,,,,,num_8,0.4513897,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
53,pic/2.png,wh,['num_2'],,,,,,,,,,,,,0,58,58,58,,,,,,,,num_2,0.500664099993,2019_May_07_1647,59.9883622494,click_exp,001,MF1733013,
