no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,0,0,23,,,,,num_6,0,0.567980500011,num_9,0.768203,num_6,0.517986399995,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,1,1,25,,,,,,,,,,num_8,0.568066699998,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,2,2,16,,,,,,,,,,num_8,0.534713199988,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,3,3,10,,,,,,,,,,num_2,0.618236399998,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,4,4,18,,,,,,,,,,num_1,0.601410800009,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,5,5,6,,,,,,,,,,num_7,0.551277799997,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,6,6,12,,,,,,,,,,num_4,0.517984699996,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,7,7,17,,,,,,,,,,num_9,0.517888999995,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,8,8,22,,,,,,,,,,num_5,0.484629700004,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,9,9,26,,,,,,,,,,num_9,0.501290800006,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,10,10,21,,,,,,,,,,num_4,0.518006600003,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,11,11,3,,,,,,,,,,num_4,0.518026699996,,,2019_May_06_1229,59.9400000601,click_exp,001,161080007,
