no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,0,0,23,,,,,num_6,0,0.718274899991,num_9,0.801559799991,num_6,0.698815000011,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,1,1,12,,,,,,,,,,num_4,0.617598599987,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,2,2,13,,,,,,,,,,num_5,0.634683100012,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,3,3,17,,,,,,,,,,num_9,0.768213700008,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,4,4,11,,,,,,,,,,num_3,0.784952099988,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,5,5,19,,,,,,,,,,num_2,0.618083899986,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,6,6,8,,,,,,,,,,num_9,0.818001899985,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,7,7,1,,,,,,,,,,num_2,0.784927300003,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,8,8,9,,,,,,,,,,num_1,0.834875,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,9,9,14,,,,,,,,,,num_6,0.584927599994,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,10,10,15,,,,,,,,,,num_7,0.868070299999,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,11,11,25,,,,,,,,,,num_8,0.668121199997,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,12,12,10,,,,,,,,,,num_2,0.801657000004,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,13,13,5,,,,,,,,,,num_6,0.568475800013,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,14,14,22,,,,,,,,,,num_5,0.501273200003,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,15,15,16,,,,,,,,,,num_8,0.701453099988,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,16,16,7,,,,,,,,,,num_8,0.618048899982,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,17,17,4,,,,,,,,,,num_5,0.568258499989,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,18,18,18,,,,,,,,,,num_1,0.835013899981,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,19,19,24,,,,,,,,,,num_7,0.701520900009,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,20,20,26,,,,,,,,,,num_9,0.698708799988,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,21,21,20,,,,,,,,,,num_3,0.801754999993,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,22,22,3,,,,,,,,,,num_4,0.751435200014,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,23,23,2,,,,,,,,,,num_3,0.768361299997,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,24,24,21,,,,,,,,,,num_4,0.651592799986,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,25,25,0,,,,,,,,,,num_1,0.784968699998,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,26,26,6,,,,,,,,,,num_7,0.717871700006,,,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
1,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_1,0.83546989999,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
2,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_1,0.784921499988,2019_May_07_0948,59.7851560628,click_exp,001,MG1807007,
