29.4727 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='white', colorSpace='named', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1EDCD0F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
30.3375 	EXP 	Created image_base = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_base', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
30.3448 	EXP 	Created point_for = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_for', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
30.3487 	EXP 	Created image_for = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_for', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
30.3671 	EXP 	wel_text: autoDraw = True
70.7800 	DATA 	Keypress: space
70.7977 	EXP 	Imported pic\prac_click.csv as conditions, 47 conditions, 4 params
70.7988 	EXP 	Created sequence: random, trialTypes=47, nReps=1, seed=None
70.7995 	EXP 	New trial (rep=0, index=0): OrderedDict([('no', 37), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
70.8613 	EXP 	wel_text: autoDraw = False
70.8613 	EXP 	image_practice: image = u'pic/1.png'
70.8613 	EXP 	point_prac: autoDraw = True
71.8136 	EXP 	point_prac: autoDraw = False
71.8754 	EXP 	image_practice: autoDraw = True
72.8821 	DATA 	Keypress: num_1
72.8849 	EXP 	New trial (rep=0, index=1): OrderedDict([('no', 26), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
72.9364 	EXP 	image_practice: autoDraw = False
72.9364 	EXP 	point_prac: autoDraw = False
72.9364 	EXP 	image_practice: image = u'pic/8.png'
72.9364 	EXP 	point_prac: autoDraw = True
73.8990 	EXP 	point_prac: autoDraw = False
73.9158 	EXP 	image_practice: autoDraw = True
74.5505 	DATA 	Keypress: num_8
74.5527 	EXP 	New trial (rep=0, index=2): OrderedDict([('no', 16), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
74.6057 	EXP 	image_practice: autoDraw = False
74.6057 	EXP 	point_prac: autoDraw = False
74.6057 	EXP 	image_practice: image = u'pic/7.png'
74.6057 	EXP 	point_prac: autoDraw = True
75.5674 	EXP 	point_prac: autoDraw = False
75.5841 	EXP 	image_practice: autoDraw = True
76.2355 	DATA 	Keypress: num_7
76.2377 	EXP 	New trial (rep=0, index=3): OrderedDict([('no', 44), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
76.2898 	EXP 	image_practice: autoDraw = False
76.2898 	EXP 	point_prac: autoDraw = False
76.2898 	EXP 	image_practice: image = u'pic/8.png'
76.2898 	EXP 	point_prac: autoDraw = True
77.2525 	EXP 	point_prac: autoDraw = False
77.2691 	EXP 	image_practice: autoDraw = True
77.7703 	DATA 	Keypress: num_8
77.7725 	EXP 	New trial (rep=0, index=4): OrderedDict([('no', 47), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
77.8249 	EXP 	image_practice: autoDraw = False
77.8249 	EXP 	point_prac: autoDraw = False
77.8249 	EXP 	image_practice: image = u'pic/2.png'
77.8249 	EXP 	point_prac: autoDraw = True
78.7873 	EXP 	point_prac: autoDraw = False
78.8040 	EXP 	image_practice: autoDraw = True
79.5385 	DATA 	Keypress: num_2
79.5400 	EXP 	New trial (rep=0, index=5): OrderedDict([('no', 8), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
79.5930 	EXP 	image_practice: autoDraw = False
79.5930 	EXP 	point_prac: autoDraw = False
79.5930 	EXP 	image_practice: image = u'pic/8.png'
79.5930 	EXP 	point_prac: autoDraw = True
80.5558 	EXP 	point_prac: autoDraw = False
80.5724 	EXP 	image_practice: autoDraw = True
81.2235 	DATA 	Keypress: num_8
81.2257 	EXP 	New trial (rep=0, index=6): OrderedDict([('no', 38), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
81.2816 	EXP 	image_practice: autoDraw = False
81.2816 	EXP 	point_prac: autoDraw = False
81.2816 	EXP 	image_practice: image = u'pic/2.png'
81.2816 	EXP 	point_prac: autoDraw = True
82.2407 	EXP 	point_prac: autoDraw = False
82.2574 	EXP 	image_practice: autoDraw = True
83.1257 	DATA 	Keypress: num_2
83.1280 	EXP 	New trial (rep=0, index=7): OrderedDict([('no', 9), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
83.1761 	EXP 	image_practice: autoDraw = False
83.1761 	EXP 	point_prac: autoDraw = False
83.1761 	EXP 	image_practice: image = u'pic/9.png'
83.1761 	EXP 	point_prac: autoDraw = True
84.1426 	EXP 	point_prac: autoDraw = False
84.1593 	EXP 	image_practice: autoDraw = True
84.8941 	DATA 	Keypress: num_9
84.8964 	EXP 	New trial (rep=0, index=8): OrderedDict([('no', 39), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
84.9468 	EXP 	image_practice: autoDraw = False
84.9468 	EXP 	point_prac: autoDraw = False
84.9468 	EXP 	image_practice: image = u'pic/3.png'
84.9468 	EXP 	point_prac: autoDraw = True
85.9111 	EXP 	point_prac: autoDraw = False
85.9277 	EXP 	image_practice: autoDraw = True
86.5624 	DATA 	Keypress: num_3
86.5647 	EXP 	New trial (rep=0, index=9): OrderedDict([('no', 5), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
86.6140 	EXP 	image_practice: autoDraw = False
86.6140 	EXP 	point_prac: autoDraw = False
86.6140 	EXP 	image_practice: image = u'pic/5.png'
86.6140 	EXP 	point_prac: autoDraw = True
87.5794 	EXP 	point_prac: autoDraw = False
87.5970 	EXP 	image_practice: autoDraw = True
88.0974 	DATA 	Keypress: num_5
88.0989 	EXP 	New trial (rep=0, index=10): OrderedDict([('no', 42), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
88.1520 	EXP 	image_practice: autoDraw = False
88.1520 	EXP 	point_prac: autoDraw = False
88.1520 	EXP 	image_practice: image = u'pic/6.png'
88.1520 	EXP 	point_prac: autoDraw = True
89.1143 	EXP 	point_prac: autoDraw = False
89.1309 	EXP 	image_practice: autoDraw = True
89.6822 	DATA 	Keypress: num_6
89.6844 	EXP 	New trial (rep=0, index=11): OrderedDict([('no', 46), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
89.7392 	EXP 	image_practice: autoDraw = False
89.7392 	EXP 	point_prac: autoDraw = False
89.7392 	EXP 	image_practice: image = u'pic/8.png'
89.7392 	EXP 	point_prac: autoDraw = True
90.6992 	EXP 	point_prac: autoDraw = False
90.7159 	EXP 	image_practice: autoDraw = True
91.3003 	DATA 	Keypress: num_8
91.3017 	EXP 	New trial (rep=0, index=12): OrderedDict([('no', 41), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
91.3462 	EXP 	image_practice: autoDraw = False
91.3462 	EXP 	point_prac: autoDraw = False
91.3462 	EXP 	image_practice: image = u'pic/5.png'
91.3462 	EXP 	point_prac: autoDraw = True
92.3175 	EXP 	point_prac: autoDraw = False
92.3341 	EXP 	image_practice: autoDraw = True
92.8520 	DATA 	Keypress: num_5
92.8544 	EXP 	New trial (rep=0, index=13): OrderedDict([('no', 30), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
92.9035 	EXP 	image_practice: autoDraw = False
92.9035 	EXP 	point_prac: autoDraw = False
92.9035 	EXP 	image_practice: image = u'pic/3.png'
92.9035 	EXP 	point_prac: autoDraw = True
93.8690 	EXP 	point_prac: autoDraw = False
93.8857 	EXP 	image_practice: autoDraw = True
94.4702 	DATA 	Keypress: num_3
94.4717 	EXP 	New trial (rep=0, index=14): OrderedDict([('no', 33), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
94.5227 	EXP 	image_practice: autoDraw = False
94.5227 	EXP 	point_prac: autoDraw = False
94.5227 	EXP 	image_practice: image = u'pic/6.png'
94.5227 	EXP 	point_prac: autoDraw = True
95.4873 	EXP 	point_prac: autoDraw = False
95.5040 	EXP 	image_practice: autoDraw = True
95.9716 	DATA 	Keypress: num_6
95.9731 	EXP 	New trial (rep=0, index=15): OrderedDict([('no', 15), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
96.0181 	EXP 	image_practice: autoDraw = False
96.0181 	EXP 	point_prac: autoDraw = False
96.0181 	EXP 	image_practice: image = u'pic/6.png'
96.0181 	EXP 	point_prac: autoDraw = True
96.9888 	EXP 	point_prac: autoDraw = False
97.0055 	EXP 	image_practice: autoDraw = True
97.4406 	DATA 	Keypress: num_6
97.4426 	EXP 	New trial (rep=0, index=16): OrderedDict([('no', 14), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
97.4940 	EXP 	image_practice: autoDraw = False
97.4940 	EXP 	point_prac: autoDraw = False
97.4940 	EXP 	image_practice: image = u'pic/5.png'
97.4940 	EXP 	point_prac: autoDraw = True
98.4569 	EXP 	point_prac: autoDraw = False
98.4736 	EXP 	image_practice: autoDraw = True
98.9917 	DATA 	Keypress: num_5
98.9939 	EXP 	New trial (rep=0, index=17): OrderedDict([('no', 36), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
99.0456 	EXP 	image_practice: autoDraw = False
99.0456 	EXP 	point_prac: autoDraw = False
99.0456 	EXP 	image_practice: image = u'pic/9.png'
99.0456 	EXP 	point_prac: autoDraw = True
100.0084 	EXP 	point_prac: autoDraw = False
100.0251 	EXP 	image_practice: autoDraw = True
100.6431 	DATA 	Keypress: num_9
100.6454 	EXP 	New trial (rep=0, index=18): OrderedDict([('no', 7), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
100.6908 	EXP 	image_practice: autoDraw = False
100.6908 	EXP 	point_prac: autoDraw = False
100.6908 	EXP 	image_practice: image = u'pic/7.png'
100.6908 	EXP 	point_prac: autoDraw = True
101.6602 	EXP 	point_prac: autoDraw = False
101.6768 	EXP 	image_practice: autoDraw = True
102.3279 	DATA 	Keypress: num_7
102.3292 	EXP 	New trial (rep=0, index=19): OrderedDict([('no', 34), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
102.3779 	EXP 	image_practice: autoDraw = False
102.3779 	EXP 	point_prac: autoDraw = False
102.3779 	EXP 	image_practice: image = u'pic/7.png'
102.3779 	EXP 	point_prac: autoDraw = True
103.3451 	EXP 	point_prac: autoDraw = False
103.3618 	EXP 	image_practice: autoDraw = True
103.9296 	DATA 	Keypress: num_7
103.9311 	EXP 	New trial (rep=0, index=20): OrderedDict([('no', 23), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
103.9747 	EXP 	image_practice: autoDraw = False
103.9747 	EXP 	point_prac: autoDraw = False
103.9747 	EXP 	image_practice: image = u'pic/5.png'
103.9747 	EXP 	point_prac: autoDraw = True
104.9467 	EXP 	point_prac: autoDraw = False
104.9634 	EXP 	image_practice: autoDraw = True
105.4813 	DATA 	Keypress: num_5
105.4835 	EXP 	New trial (rep=0, index=21): OrderedDict([('no', 4), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
105.5299 	EXP 	image_practice: autoDraw = False
105.5299 	EXP 	point_prac: autoDraw = False
105.5299 	EXP 	image_practice: image = u'pic/4.png'
105.5299 	EXP 	point_prac: autoDraw = True
106.4983 	EXP 	point_prac: autoDraw = False
106.5150 	EXP 	image_practice: autoDraw = True
106.9660 	DATA 	Keypress: num_4
106.9674 	EXP 	New trial (rep=0, index=22): OrderedDict([('no', 20), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
107.0150 	EXP 	image_practice: autoDraw = False
107.0150 	EXP 	point_prac: autoDraw = False
107.0150 	EXP 	image_practice: image = u'pic/2.png'
107.0150 	EXP 	point_prac: autoDraw = True
107.9831 	EXP 	point_prac: autoDraw = False
107.9998 	EXP 	image_practice: autoDraw = True
108.6345 	DATA 	Keypress: num_2
108.6367 	EXP 	New trial (rep=0, index=23): OrderedDict([('no', 3), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
108.6880 	EXP 	image_practice: autoDraw = False
108.6880 	EXP 	point_prac: autoDraw = False
108.6880 	EXP 	image_practice: image = u'pic/3.png'
108.6880 	EXP 	point_prac: autoDraw = True
109.6514 	EXP 	point_prac: autoDraw = False
109.6682 	EXP 	image_practice: autoDraw = True
110.3362 	DATA 	Keypress: num_3
110.3384 	EXP 	New trial (rep=0, index=24): OrderedDict([('no', 21), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
110.3888 	EXP 	image_practice: autoDraw = False
110.3888 	EXP 	point_prac: autoDraw = False
110.3888 	EXP 	image_practice: image = u'pic/3.png'
110.3888 	EXP 	point_prac: autoDraw = True
111.3531 	EXP 	point_prac: autoDraw = False
111.3698 	EXP 	image_practice: autoDraw = True
111.9378 	DATA 	Keypress: num_3
111.9400 	EXP 	New trial (rep=0, index=25): OrderedDict([('no', 45), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
111.9931 	EXP 	image_practice: autoDraw = False
111.9931 	EXP 	point_prac: autoDraw = False
111.9931 	EXP 	image_practice: image = u'pic/9.png'
111.9931 	EXP 	point_prac: autoDraw = True
112.9548 	EXP 	point_prac: autoDraw = False
112.9714 	EXP 	image_practice: autoDraw = True
113.7395 	DATA 	Keypress: num_9
113.7410 	EXP 	New trial (rep=0, index=26): OrderedDict([('no', 32), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
113.7851 	EXP 	image_practice: autoDraw = False
113.7851 	EXP 	point_prac: autoDraw = False
113.7851 	EXP 	image_practice: image = u'pic/5.png'
113.7851 	EXP 	point_prac: autoDraw = True
114.7565 	EXP 	point_prac: autoDraw = False
114.7732 	EXP 	image_practice: autoDraw = True
115.3579 	DATA 	Keypress: num_5
115.3602 	EXP 	New trial (rep=0, index=27): OrderedDict([('no', 12), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
115.4111 	EXP 	image_practice: autoDraw = False
115.4111 	EXP 	point_prac: autoDraw = False
115.4111 	EXP 	image_practice: image = u'pic/3.png'
115.4111 	EXP 	point_prac: autoDraw = True
116.3749 	EXP 	point_prac: autoDraw = False
116.3915 	EXP 	image_practice: autoDraw = True
117.0092 	DATA 	Keypress: num_3
117.0107 	EXP 	New trial (rep=0, index=28): OrderedDict([('no', 35), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
117.0567 	EXP 	image_practice: autoDraw = False
117.0567 	EXP 	point_prac: autoDraw = False
117.0567 	EXP 	image_practice: image = u'pic/8.png'
117.0567 	EXP 	point_prac: autoDraw = True
118.0265 	EXP 	point_prac: autoDraw = False
118.0432 	EXP 	image_practice: autoDraw = True
118.6612 	DATA 	Keypress: num_8
118.6632 	EXP 	New trial (rep=0, index=29): OrderedDict([('no', 25), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
118.7084 	EXP 	image_practice: autoDraw = False
118.7084 	EXP 	point_prac: autoDraw = False
118.7084 	EXP 	image_practice: image = u'pic/7.png'
118.7084 	EXP 	point_prac: autoDraw = True
119.6781 	EXP 	point_prac: autoDraw = False
119.6948 	EXP 	image_practice: autoDraw = True
120.3462 	DATA 	Keypress: num_7
120.3484 	EXP 	New trial (rep=0, index=30): OrderedDict([('no', 10), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
120.3989 	EXP 	image_practice: autoDraw = False
120.3989 	EXP 	point_prac: autoDraw = False
120.3989 	EXP 	image_practice: image = u'pic/1.png'
120.3989 	EXP 	point_prac: autoDraw = True
121.3631 	EXP 	point_prac: autoDraw = False
121.3798 	EXP 	image_practice: autoDraw = True
121.9809 	DATA 	Keypress: num_1
121.9824 	EXP 	New trial (rep=0, index=31): OrderedDict([('no', 17), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
122.0326 	EXP 	image_practice: autoDraw = False
122.0326 	EXP 	point_prac: autoDraw = False
122.0326 	EXP 	image_practice: image = u'pic/8.png'
122.0326 	EXP 	point_prac: autoDraw = True
122.9981 	EXP 	point_prac: autoDraw = False
123.0148 	EXP 	image_practice: autoDraw = True
123.5336 	DATA 	Keypress: num_8
123.5351 	EXP 	New trial (rep=0, index=32): OrderedDict([('no', 27), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
123.5838 	EXP 	image_practice: autoDraw = False
123.5838 	EXP 	point_prac: autoDraw = False
123.5838 	EXP 	image_practice: image = u'pic/9.png'
123.5838 	EXP 	point_prac: autoDraw = True
124.5497 	EXP 	point_prac: autoDraw = False
124.5663 	EXP 	image_practice: autoDraw = True
125.2009 	DATA 	Keypress: num_9
125.2023 	EXP 	New trial (rep=0, index=33): OrderedDict([('no', 18), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
125.2512 	EXP 	image_practice: autoDraw = False
125.2512 	EXP 	point_prac: autoDraw = False
125.2512 	EXP 	image_practice: image = u'pic/9.png'
125.2512 	EXP 	point_prac: autoDraw = True
126.2180 	EXP 	point_prac: autoDraw = False
126.2347 	EXP 	image_practice: autoDraw = True
126.8032 	DATA 	Keypress: num_9
126.8054 	EXP 	New trial (rep=0, index=34): OrderedDict([('no', 43), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
126.8599 	EXP 	image_practice: autoDraw = False
126.8599 	EXP 	point_prac: autoDraw = False
126.8599 	EXP 	image_practice: image = u'pic/7.png'
126.8599 	EXP 	point_prac: autoDraw = True
127.8199 	EXP 	point_prac: autoDraw = False
127.8363 	EXP 	image_practice: autoDraw = True
128.4540 	DATA 	Keypress: num_7
128.4555 	EXP 	New trial (rep=0, index=35): OrderedDict([('no', 1), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
128.5005 	EXP 	image_practice: autoDraw = False
128.5005 	EXP 	point_prac: autoDraw = False
128.5005 	EXP 	image_practice: image = u'pic/1.png'
128.5005 	EXP 	point_prac: autoDraw = True
129.4712 	EXP 	point_prac: autoDraw = False
129.4879 	EXP 	image_practice: autoDraw = True
130.1059 	DATA 	Keypress: num_1
130.1082 	EXP 	New trial (rep=0, index=36): OrderedDict([('no', 13), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
130.1598 	EXP 	image_practice: autoDraw = False
130.1598 	EXP 	point_prac: autoDraw = False
130.1598 	EXP 	image_practice: image = u'pic/4.png'
130.1598 	EXP 	point_prac: autoDraw = True
131.1229 	EXP 	point_prac: autoDraw = False
131.1396 	EXP 	image_practice: autoDraw = True
131.6239 	DATA 	Keypress: num_4
131.6258 	EXP 	New trial (rep=0, index=37): OrderedDict([('no', 29), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
131.6754 	EXP 	image_practice: autoDraw = False
131.6754 	EXP 	point_prac: autoDraw = False
131.6754 	EXP 	image_practice: image = u'pic/2.png'
131.6754 	EXP 	point_prac: autoDraw = True
132.6411 	EXP 	point_prac: autoDraw = False
132.6578 	EXP 	image_practice: autoDraw = True
133.8428 	DATA 	Keypress: num_2
133.8443 	EXP 	New trial (rep=0, index=38): OrderedDict([('no', 11), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
133.8912 	EXP 	image_practice: autoDraw = False
133.8912 	EXP 	point_prac: autoDraw = False
133.8912 	EXP 	image_practice: image = u'pic/2.png'
133.8912 	EXP 	point_prac: autoDraw = True
134.8599 	EXP 	point_prac: autoDraw = False
134.8766 	EXP 	image_practice: autoDraw = True
135.5614 	DATA 	Keypress: num_2
135.5629 	EXP 	New trial (rep=0, index=39): OrderedDict([('no', 31), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
135.6111 	EXP 	image_practice: autoDraw = False
135.6111 	EXP 	point_prac: autoDraw = False
135.6111 	EXP 	image_practice: image = u'pic/4.png'
135.6111 	EXP 	point_prac: autoDraw = True
136.5783 	EXP 	point_prac: autoDraw = False
136.5949 	EXP 	image_practice: autoDraw = True
137.0795 	DATA 	Keypress: num_4
137.0818 	EXP 	New trial (rep=0, index=40): OrderedDict([('no', 6), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
137.1374 	EXP 	image_practice: autoDraw = False
137.1374 	EXP 	point_prac: autoDraw = False
137.1374 	EXP 	image_practice: image = u'pic/6.png'
137.1374 	EXP 	point_prac: autoDraw = True
138.0966 	EXP 	point_prac: autoDraw = False
138.1132 	EXP 	image_practice: autoDraw = True
138.6142 	DATA 	Keypress: num_6
138.6157 	EXP 	New trial (rep=0, index=41): OrderedDict([('no', 2), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
138.6633 	EXP 	image_practice: autoDraw = False
138.6633 	EXP 	point_prac: autoDraw = False
138.6633 	EXP 	image_practice: image = u'pic/2.png'
138.6633 	EXP 	point_prac: autoDraw = True
139.6314 	EXP 	point_prac: autoDraw = False
139.6481 	EXP 	image_practice: autoDraw = True
140.2325 	DATA 	Keypress: num_2
140.2339 	EXP 	New trial (rep=0, index=42): OrderedDict([('no', 40), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
140.2791 	EXP 	image_practice: autoDraw = False
140.2791 	EXP 	point_prac: autoDraw = False
140.2791 	EXP 	image_practice: image = u'pic/4.png'
140.2791 	EXP 	point_prac: autoDraw = True
141.2497 	EXP 	point_prac: autoDraw = False
141.2663 	EXP 	image_practice: autoDraw = True
141.7342 	DATA 	Keypress: num_4
141.7359 	EXP 	New trial (rep=0, index=43): OrderedDict([('no', 22), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
141.7839 	EXP 	image_practice: autoDraw = False
141.7839 	EXP 	point_prac: autoDraw = False
141.7839 	EXP 	image_practice: image = u'pic/4.png'
141.7839 	EXP 	point_prac: autoDraw = True
142.7512 	EXP 	point_prac: autoDraw = False
142.7678 	EXP 	image_practice: autoDraw = True
143.1857 	DATA 	Keypress: num_4
143.1879 	EXP 	New trial (rep=0, index=44): OrderedDict([('no', 24), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
143.2377 	EXP 	image_practice: autoDraw = False
143.2377 	EXP 	point_prac: autoDraw = False
143.2377 	EXP 	image_practice: image = u'pic/6.png'
143.2377 	EXP 	point_prac: autoDraw = True
144.2026 	EXP 	point_prac: autoDraw = False
144.2193 	EXP 	image_practice: autoDraw = True
144.6705 	DATA 	Keypress: num_6
144.6727 	EXP 	New trial (rep=0, index=45): OrderedDict([('no', 19), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
144.7275 	EXP 	image_practice: autoDraw = False
144.7275 	EXP 	point_prac: autoDraw = False
144.7275 	EXP 	image_practice: image = u'pic/1.png'
144.7275 	EXP 	point_prac: autoDraw = True
145.6874 	EXP 	point_prac: autoDraw = False
