36.3159 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='white', colorSpace='named', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1E1220F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
36.3160 	EXP 	window1: recordFrameIntervals = False
36.4749 	EXP 	window1: recordFrameIntervals = True
36.6587 	EXP 	window1: recordFrameIntervals = False
37.3928 	EXP 	Created wel_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='wel_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
37.4095 	EXP 	Created image_practice = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_practice', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
37.4348 	EXP 	Created point_prac = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_prac', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
37.4956 	EXP 	Created text_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='text_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
37.5014 	EXP 	Created huan_point = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='huan_point', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
37.5050 	EXP 	Created image_huan = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_huan', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
37.5116 	EXP 	Created point_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
37.5156 	EXP 	Created image_base = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_base', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
37.5212 	EXP 	Created point_for = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_for', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
37.5260 	EXP 	Created image_for = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_for', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
37.5415 	EXP 	wel_text: autoDraw = True
50.8063 	DATA 	Keypress: space
50.8369 	EXP 	Imported pic\prac_click.csv as conditions, 47 conditions, 4 params
50.8393 	EXP 	Created sequence: random, trialTypes=47, nReps=1, seed=None
50.8404 	EXP 	New trial (rep=0, index=0): OrderedDict([('no', 25), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
50.9100 	EXP 	wel_text: autoDraw = False
50.9100 	EXP 	image_practice: image = u'pic/7.png'
50.9100 	EXP 	point_prac: autoDraw = True
51.8569 	EXP 	point_prac: autoDraw = False
51.9207 	EXP 	image_practice: autoDraw = True
52.8087 	DATA 	Keypress: num_7
52.8152 	EXP 	New trial (rep=0, index=1): OrderedDict([('no', 12), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
52.8613 	EXP 	image_practice: autoDraw = False
52.8613 	EXP 	point_prac: autoDraw = False
52.8613 	EXP 	image_practice: image = u'pic/3.png'
52.8613 	EXP 	point_prac: autoDraw = True
53.8255 	EXP 	point_prac: autoDraw = False
53.8422 	EXP 	image_practice: autoDraw = True
54.6772 	DATA 	Keypress: num_3
54.6785 	EXP 	New trial (rep=0, index=2): OrderedDict([('no', 6), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
54.7316 	EXP 	image_practice: autoDraw = False
54.7316 	EXP 	point_prac: autoDraw = False
54.7316 	EXP 	image_practice: image = u'pic/6.png'
54.7316 	EXP 	point_prac: autoDraw = True
55.6940 	EXP 	point_prac: autoDraw = False
55.7107 	EXP 	image_practice: autoDraw = True
56.2951 	DATA 	Keypress: num_6
56.2964 	EXP 	New trial (rep=0, index=3): OrderedDict([('no', 7), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
56.3389 	EXP 	image_practice: autoDraw = False
56.3389 	EXP 	point_prac: autoDraw = False
56.3389 	EXP 	image_practice: image = u'pic/7.png'
56.3389 	EXP 	point_prac: autoDraw = True
57.3123 	EXP 	point_prac: autoDraw = False
57.3290 	EXP 	image_practice: autoDraw = True
57.8301 	DATA 	Keypress: num_7
57.8316 	EXP 	New trial (rep=0, index=4): OrderedDict([('no', 44), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
57.8858 	EXP 	image_practice: autoDraw = False
57.8858 	EXP 	point_prac: autoDraw = False
57.8858 	EXP 	image_practice: image = u'pic/8.png'
57.8858 	EXP 	point_prac: autoDraw = True
58.8471 	EXP 	point_prac: autoDraw = False
58.8639 	EXP 	image_practice: autoDraw = True
59.2814 	DATA 	Keypress: num_8
59.2828 	EXP 	New trial (rep=0, index=5): OrderedDict([('no', 17), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
59.3253 	EXP 	image_practice: autoDraw = False
59.3253 	EXP 	point_prac: autoDraw = False
59.3253 	EXP 	image_practice: image = u'pic/8.png'
59.3253 	EXP 	point_prac: autoDraw = True
60.2986 	EXP 	point_prac: autoDraw = False
60.3153 	EXP 	image_practice: autoDraw = True
60.7670 	DATA 	Keypress: num_8
60.7689 	EXP 	New trial (rep=0, index=6): OrderedDict([('no', 34), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
60.8123 	EXP 	image_practice: autoDraw = False
60.8123 	EXP 	point_prac: autoDraw = False
60.8123 	EXP 	image_practice: image = u'pic/7.png'
60.8123 	EXP 	point_prac: autoDraw = True
61.7834 	EXP 	point_prac: autoDraw = False
61.8004 	EXP 	image_practice: autoDraw = True
62.2850 	DATA 	Keypress: num_7
