pic,ans,cla,no,n,key_resp_for.keys_raw,key_resp_for.rt_mean,key_resp_for.rt_raw,key_resp_for.rt_std,order
pic/9.png,['num_9'],aa,1,1.0,'num_9',0.534472227097,0.5344722270965576,0.0,0.0
pic/9.png,['num_9'],aa,2,1.0,'num_9',0.535780489445,0.5357804894447327,0.0,1.0
pic/2.png,['num_2'],aa,3,1.0,'num_2',0.567972123623,0.5679721236228943,0.0,2.0
pic/2.png,['num_2'],aa,4,1.0,'num_2',0.451288789511,0.45128878951072693,0.0,3.0
pic/1.png,['num_1'],aa,5,1.0,'num_1',0.518039524555,0.5180395245552063,0.0,4.0
pic/1.png,['num_1'],aa,6,1.0,'num_1',0.467045396566,0.467045396566391,0.0,5.0
pic/8.png,['num_8'],aa,7,1.0,'num_8',0.501318216324,0.5013182163238525,0.0,6.0
pic/8.png,['num_8'],aa,8,1.0,'num_8',0.434600114822,0.4346001148223877,0.0,7.0
pic/6.png,['num_6'],aa,9,1.0,'num_6',0.451240986586,0.45124098658561707,0.0,8.0
pic/6.png,['num_6'],aa,10,1.0,'num_6',0.434533208609,0.4345332086086273,0.0,9.0
pic/1.png,['num_1'],huan,-1,1.0,'num_1',0.584915578365,0.5849155783653259,0.0,10.0
pic/6.png,['num_6'],huan,-1,1.0,'num_6',0.451230287552,0.4512302875518799,0.0,11.0
pic/9.png,['num_9'],aaa,11,1.0,'num_9',0.634680628777,0.6346806287765503,0.0,12.0
pic/9.png,['num_9'],aaa,12,1.0,'num_9',0.518113493919,0.5181134939193726,0.0,13.0
pic/9.png,['num_9'],aaa,13,1.0,'num_9',0.501276195049,0.5012761950492859,0.0,14.0
pic/6.png,['num_6'],aaa,14,1.0,'num_6',0.601441383362,0.6014413833618164,0.0,15.0
pic/6.png,['num_6'],aaa,15,1.0,'num_6',0.40118560195,0.4011856019496918,0.0,16.0
pic/6.png,['num_6'],aaa,16,1.0,'num_6',0.384946197271,0.38494619727134705,0.0,17.0
pic/4.png,['num_4'],aaa,17,1.0,'num_4',0.451194286346,0.45119428634643555,0.0,18.0
pic/4.png,['num_4'],aaa,18,1.0,'num_4',0.417536914349,0.4175369143486023,0.0,19.0
pic/4.png,['num_4'],aaa,19,1.0,'num_4',0.367834299803,0.36783429980278015,0.0,20.0
pic/7.png,['num_7'],aaa,20,1.0,'num_7',0.584747374058,0.5847473740577698,0.0,21.0
pic/7.png,['num_7'],aaa,21,1.0,'num_7',0.5347468853,0.5347468852996826,0.0,22.0
pic/7.png,['num_7'],aaa,22,1.0,'num_7',0.501452803612,0.5014528036117554,0.0,23.0
pic/2.png,['num_2'],huan,-1,1.0,'num_2',0.650392591953,0.6503925919532776,0.0,24.0
pic/1.png,['num_1'],huan,-1,1.0,'num_1',0.517995595932,0.5179955959320068,0.0,25.0
pic/9.png,['num_9'],abb,23,1.0,'num_9',0.567628920078,0.5676289200782776,0.0,26.0
pic/6.png,['num_6'],abb,24,1.0,'num_6',0.451204001904,0.45120400190353394,0.0,27.0
pic/6.png,['num_6'],abb,25,1.0,'num_6',0.367429792881,0.36742979288101196,0.0,28.0
pic/6.png,['num_6'],abb,26,1.0,'num_6',0.417965590954,0.4179655909538269,0.0,29.0
pic/9.png,['num_9'],abb,27,1.0,'num_9',0.534624278545,0.5346242785453796,0.0,30.0
pic/9.png,['num_9'],abb,28,1.0,'num_9',0.533626616001,0.5336266160011292,0.0,31.0
pic/6.png,['num_6'],abb,29,1.0,'num_6',0.450195014477,0.4501950144767761,0.0,32.0
pic/3.png,['num_3'],abb,30,1.0,'num_3',0.551507472992,0.5515074729919434,0.0,33.0
pic/3.png,['num_3'],abb,31,1.0,'num_3',0.485528409481,0.4855284094810486,0.0,34.0
pic/6.png,['num_6'],abb,32,1.0,'num_6',0.467936307192,0.46793630719184875,0.0,35.0
pic/1.png,['num_1'],abb,33,1.0,'num_1',0.5015001297,0.501500129699707,0.0,36.0
pic/1.png,['num_1'],abb,34,1.0,'num_1',0.367934405804,0.3679344058036804,0.0,37.0
pic/7.png,['num_7'],abb,35,1.0,'num_7',0.568079888821,0.5680798888206482,0.0,38.0
pic/2.png,['num_2'],abb,36,1.0,'num_2',0.534639418125,0.5346394181251526,0.0,39.0
pic/2.png,['num_2'],abb,37,1.0,'num_2',0.501394271851,0.5013942718505859,0.0,40.0
pic/3.png,['num_3'],abb,38,1.0,'num_3',0.484714597464,0.4847145974636078,0.0,41.0
pic/5.png,['num_5'],abb,39,1.0,'num_5',0.45120960474,0.4512096047401428,0.0,42.0
pic/5.png,['num_5'],abb,40,1.0,'num_5',0.351204007864,0.3512040078639984,0.0,43.0
pic/2.png,['num_2'],abb,41,1.0,'num_2',0.885102808475,0.8851028084754944,0.0,44.0
pic/5.png,['num_5'],abb,42,1.0,'num_5',0.484705895185,0.4847058951854706,0.0,45.0
pic/5.png,['num_5'],abb,43,1.0,'num_5',0.401222705841,0.40122270584106445,0.0,46.0
pic/8.png,['num_8'],abb,44,1.0,'num_8',0.534655988216,0.5346559882164001,0.0,47.0
pic/5.png,['num_5'],abb,45,1.0,'num_5',0.467903196812,0.467903196811676,0.0,48.0
pic/5.png,['num_5'],abb,46,1.0,'num_5',0.401499688625,0.4014996886253357,0.0,49.0
pic/9.png,['num_9'],huan,-1,1.0,'num_9',0.584783017635,0.5847830176353455,0.0,50.0
pic/6.png,['num_6'],huan,-1,1.0,'num_6',0.468179702759,0.46817970275878906,0.0,51.0
pic/2.png,['num_2'],wh,47,1.0,'num_2',0.501324892044,0.5013248920440674,0.0,52.0
pic/5.png,['num_5'],wh,48,1.0,'num_5',0.45034340024,0.45034340023994446,0.0,53.0
pic/8.png,['num_8'],wh,49,1.0,'num_8',0.466936290264,0.46693629026412964,0.0,54.0
pic/1.png,['num_1'],wh,50,1.0,'num_1',0.51799082756,0.5179908275604248,0.0,55.0
pic/4.png,['num_4'],wh,51,1.0,'num_4',0.401205599308,0.4012055993080139,0.0,56.0
pic/7.png,['num_7'],wh,52,1.0,'num_7',0.551369428635,0.5513694286346436,0.0,57.0
pic/1.png,['num_1'],wh,53,1.0,'num_1',0.468225389719,0.4682253897190094,0.0,58.0
pic/2.png,['num_2'],wh,54,1.0,'num_2',0.467942714691,0.4679427146911621,0.0,59.0
pic/3.png,['num_3'],wh,55,1.0,'num_3',0.484572887421,0.4845728874206543,0.0,60.0
pic/1.png,['num_1'],wh,56,1.0,'num_1',0.518125593662,0.518125593662262,0.0,61.0
pic/2.png,['num_2'],wh,57,1.0,'num_2',0.45156750083,0.45156750082969666,0.0,62.0
pic/3.png,['num_3'],wh,58,1.0,'num_3',0.534089624882,0.5340896248817444,0.0,63.0
pic/1.png,['num_1'],cross,59,1.0,'num_1',0.484653204679,0.48465320467948914,0.0,64.0
pic/5.png,['num_5'],cross,60,1.0,'num_5',0.384556204081,0.38455620408058167,0.0,65.0
pic/9.png,['num_9'],cross,61,1.0,'num_9',0.534736394882,0.5347363948822021,0.0,66.0
pic/1.png,['num_1'],cross,62,1.0,'num_1',0.500903785229,0.5009037852287292,0.0,67.0
pic/5.png,['num_5'],cross,63,1.0,'num_5',0.417771309614,0.4177713096141815,0.0,68.0
pic/9.png,['num_9'],cross,64,1.0,'num_9',0.501357197762,0.5013571977615356,0.0,69.0
pic/7.png,['num_7'],cross,65,1.0,'num_7',0.551692187786,0.5516921877861023,0.0,70.0
pic/5.png,['num_5'],cross,66,1.0,'num_5',0.366784602404,0.36678460240364075,0.0,71.0
pic/3.png,['num_3'],cross,67,1.0,'num_3',0.534643113613,0.5346431136131287,0.0,72.0
pic/9.png,['num_9'],cross,68,1.0,'num_9',0.517014205456,0.51701420545578,0.0,73.0
pic/5.png,['num_5'],cross,69,1.0,'num_5',0.366852790117,0.3668527901172638,0.0,74.0
pic/1.png,['num_1'],cross,70,1.0,'num_1',0.467914789915,0.46791478991508484,0.0,75.0
pic/2.png,['num_2'],huan,-1,1.0,'num_2',0.486260086298,0.4862600862979889,0.0,76.0
pic/8.png,['num_8'],huan,-1,1.0,'num_8',0.434482902288,0.4344829022884369,0.0,77.0
pic/8.png,['num_8'],abc3,71,1.0,'num_8',0.401154786348,0.4011547863483429,0.0,78.0
pic/4.png,['num_4'],abc3,72,1.0,'num_4',0.452656388283,0.4526563882827759,0.0,79.0
pic/3.png,['num_3'],abc3,73,1.0,'num_3',0.551331996918,0.5513319969177246,0.0,80.0
pic/8.png,['num_8'],abc3,74,1.0,'num_8',0.468174308538,0.4681743085384369,0.0,81.0
