no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,0,0,17,,,,,num_1,0,0.634473500002,num_2,0.685926200007,num_9,0.604619999998,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,1,1,13,,,,,,,,,,num_5,0.435432800004,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,2,2,19,,,,,,,,,,num_2,0.553190800012,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,3,3,25,,,,,,,,,,num_8,0.6194636,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,4,4,5,,,,,,,,,,num_6,0.43487550001,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,5,5,10,,,,,,,,,,num_2,0.620194200004,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,6,6,0,,,,,,,,,,num_1,0.803395199997,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,7,7,1,,,,,,,,,,num_2,0.602809299991,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,8,8,6,,,,,,,,,,num_7,0.653297299999,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,9,9,22,,,,,,,,,,num_5,0.335844400004,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,10,10,14,,,,,,,,,,num_6,0.452918700001,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,11,11,20,,,,,,,,,,num_3,0.6362142,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,12,12,16,,,,,,,,,,num_8,0.569452700001,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,13,13,2,,,,,,,,,,num_3,0.63618429999,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,14,14,15,,,,,,,,,,num_7,0.519837300002,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,15,15,3,,,,,,,,,,num_4,0.436679399994,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,16,16,4,,,,,,,,,,num_5,0.418609799992,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,17,17,24,,,,,,,,,,num_7,0.636154299995,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,18,18,11,,,,,,,,,,num_3,0.652334500002,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,19,19,8,,,,,,,,,,num_9,0.652810400003,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,20,20,9,,,,,,,,,,num_1,0.619095000002,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,21,21,21,,,,,,,,,,num_4,0.486257199998,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,22,22,12,,,,,,,,,,num_4,0.402835400004,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,23,23,26,,,,,,,,,,num_9,0.701430800007,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,24,24,18,,,,,,,,,,num_1,0.669836699992,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,25,25,23,,,,,,,,,,num_6,0.418178399996,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,26,26,7,,,,,,,,,,num_8,0.669639999993,,,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
1,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_1,0.6344255,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
2,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_1,0.586299099989,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
3,pic/7.png,aa,['num_7'],,,,,,,,,,,,,0,2,2,2,,,,,,,,num_7,0.634939700001,2019_May_06_1115,59.9320969317,click_exp,001,1818120011,
