14.7657 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='white', colorSpace='named', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1E0320F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
14.7658 	EXP 	window1: recordFrameIntervals = False
14.9318 	EXP 	window1: recordFrameIntervals = True
15.1156 	EXP 	window1: recordFrameIntervals = False
15.5202 	EXP 	Created wel_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='wel_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
15.5255 	EXP 	Created image_practice = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_practice', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
15.5618 	EXP 	Created point_prac = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_prac', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
15.6430 	EXP 	Created text_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='text_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
15.6511 	EXP 	Created huan_point = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='huan_point', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
15.6547 	EXP 	Created image_huan = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_huan', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
15.6604 	EXP 	Created point_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
15.6661 	EXP 	Created image_base = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_base', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
15.6771 	EXP 	Created point_for = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_for', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
15.6823 	EXP 	Created image_for = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_for', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
15.6991 	EXP 	wel_text: autoDraw = True
34.3517 	DATA 	Keypress: space
34.3698 	EXP 	Imported pic\prac_click.csv as conditions, 47 conditions, 4 params
34.3708 	EXP 	Created sequence: random, trialTypes=47, nReps=1, seed=None
34.3715 	EXP 	New trial (rep=0, index=0): OrderedDict([('no', 20), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
34.4418 	EXP 	wel_text: autoDraw = False
34.4418 	EXP 	image_practice: image = u'pic/2.png'
34.4418 	EXP 	point_prac: autoDraw = True
35.3854 	EXP 	point_prac: autoDraw = False
35.4431 	EXP 	image_practice: autoDraw = True
36.3371 	DATA 	Keypress: num_2
36.3391 	EXP 	New trial (rep=0, index=1): OrderedDict([('no', 24), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
36.3943 	EXP 	image_practice: autoDraw = False
36.3943 	EXP 	point_prac: autoDraw = False
36.3943 	EXP 	image_practice: image = u'pic/6.png'
36.3943 	EXP 	point_prac: autoDraw = True
37.3542 	EXP 	point_prac: autoDraw = False
37.3708 	EXP 	image_practice: autoDraw = True
38.1555 	DATA 	Keypress: num_6
38.1572 	EXP 	New trial (rep=0, index=2): OrderedDict([('no', 29), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
38.2073 	EXP 	image_practice: autoDraw = False
38.2073 	EXP 	point_prac: autoDraw = False
38.2073 	EXP 	image_practice: image = u'pic/2.png'
38.2073 	EXP 	point_prac: autoDraw = True
39.1725 	EXP 	point_prac: autoDraw = False
39.1893 	EXP 	image_practice: autoDraw = True
39.7738 	DATA 	Keypress: num_2
39.7763 	EXP 	New trial (rep=0, index=3): OrderedDict([('no', 30), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
39.8378 	EXP 	image_practice: autoDraw = False
39.8378 	EXP 	point_prac: autoDraw = False
39.8378 	EXP 	image_practice: image = u'pic/3.png'
39.8378 	EXP 	point_prac: autoDraw = True
40.7908 	EXP 	point_prac: autoDraw = False
40.8075 	EXP 	image_practice: autoDraw = True
41.5923 	DATA 	Keypress: num_3
41.5948 	EXP 	New trial (rep=0, index=4): OrderedDict([('no', 18), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
41.6445 	EXP 	image_practice: autoDraw = False
41.6445 	EXP 	point_prac: autoDraw = False
41.6445 	EXP 	image_practice: image = u'pic/9.png'
41.6445 	EXP 	point_prac: autoDraw = True
42.6093 	EXP 	point_prac: autoDraw = False
42.6261 	EXP 	image_practice: autoDraw = True
43.3778 	DATA 	Keypress: num_9
43.3952 	EXP 	New trial (rep=0, index=5): OrderedDict([('no', 37), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
43.4485 	EXP 	image_practice: autoDraw = False
43.4485 	EXP 	point_prac: autoDraw = False
43.4485 	EXP 	image_practice: image = u'pic/1.png'
43.4485 	EXP 	point_prac: autoDraw = True
44.4111 	EXP 	point_prac: autoDraw = False
44.4278 	EXP 	image_practice: autoDraw = True
45.0456 	DATA 	Keypress: num_1
45.0470 	EXP 	New trial (rep=0, index=6): OrderedDict([('no', 45), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
45.0951 	EXP 	image_practice: autoDraw = False
45.0951 	EXP 	point_prac: autoDraw = False
45.0951 	EXP 	image_practice: image = u'pic/9.png'
45.0951 	EXP 	point_prac: autoDraw = True
46.0628 	EXP 	point_prac: autoDraw = False
46.0795 	EXP 	image_practice: autoDraw = True
46.7642 	DATA 	Keypress: num_9
46.7657 	EXP 	New trial (rep=0, index=7): OrderedDict([('no', 28), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
46.8174 	EXP 	image_practice: autoDraw = False
46.8174 	EXP 	point_prac: autoDraw = False
46.8174 	EXP 	image_practice: image = u'pic/1.png'
46.8174 	EXP 	point_prac: autoDraw = True
47.7811 	EXP 	point_prac: autoDraw = False
47.7978 	EXP 	image_practice: autoDraw = True
48.2322 	DATA 	Keypress: num_1
48.2340 	EXP 	New trial (rep=0, index=8): OrderedDict([('no', 16), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
48.2897 	EXP 	image_practice: autoDraw = False
48.2897 	EXP 	point_prac: autoDraw = False
48.2897 	EXP 	image_practice: image = u'pic/7.png'
48.2897 	EXP 	point_prac: autoDraw = True
49.2493 	EXP 	point_prac: autoDraw = False
49.2662 	EXP 	image_practice: autoDraw = True
49.7838 	DATA 	Keypress: num_7
49.7853 	EXP 	New trial (rep=0, index=9): OrderedDict([('no', 44), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
49.8341 	EXP 	image_practice: autoDraw = False
49.8341 	EXP 	point_prac: autoDraw = False
49.8341 	EXP 	image_practice: image = u'pic/8.png'
49.8341 	EXP 	point_prac: autoDraw = True
50.8008 	EXP 	point_prac: autoDraw = False
50.8175 	EXP 	image_practice: autoDraw = True
51.5188 	DATA 	Keypress: num_8
51.5204 	EXP 	New trial (rep=0, index=10): OrderedDict([('no', 36), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
51.5694 	EXP 	image_practice: autoDraw = False
51.5694 	EXP 	point_prac: autoDraw = False
51.5694 	EXP 	image_practice: image = u'pic/9.png'
51.5694 	EXP 	point_prac: autoDraw = True
52.5358 	EXP 	point_prac: autoDraw = False
52.5526 	EXP 	image_practice: autoDraw = True
52.9869 	DATA 	Keypress: num_9
52.9884 	EXP 	New trial (rep=0, index=11): OrderedDict([('no', 41), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
53.0419 	EXP 	image_practice: autoDraw = False
53.0419 	EXP 	point_prac: autoDraw = False
53.0419 	EXP 	image_practice: image = u'pic/5.png'
53.0419 	EXP 	point_prac: autoDraw = True
54.0041 	EXP 	point_prac: autoDraw = False
54.0207 	EXP 	image_practice: autoDraw = True
54.4551 	DATA 	Keypress: num_5
54.4568 	EXP 	New trial (rep=0, index=12): OrderedDict([('no', 8), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
54.5080 	EXP 	image_practice: autoDraw = False
54.5080 	EXP 	point_prac: autoDraw = False
54.5080 	EXP 	image_practice: image = u'pic/8.png'
54.5080 	EXP 	point_prac: autoDraw = True
55.4722 	EXP 	point_prac: autoDraw = False
55.4889 	EXP 	image_practice: autoDraw = True
56.1401 	DATA 	Keypress: num_8
56.1415 	EXP 	New trial (rep=0, index=13): OrderedDict([('no', 22), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
56.1918 	EXP 	image_practice: autoDraw = False
56.1918 	EXP 	point_prac: autoDraw = False
56.1918 	EXP 	image_practice: image = u'pic/4.png'
56.1918 	EXP 	point_prac: autoDraw = True
57.1572 	EXP 	point_prac: autoDraw = False
57.1739 	EXP 	image_practice: autoDraw = True
57.6583 	DATA 	Keypress: num_4
57.6601 	EXP 	New trial (rep=0, index=14): OrderedDict([('no', 40), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
57.7094 	EXP 	image_practice: autoDraw = False
57.7094 	EXP 	point_prac: autoDraw = False
57.7094 	EXP 	image_practice: image = u'pic/4.png'
57.7094 	EXP 	point_prac: autoDraw = True
58.6753 	EXP 	point_prac: autoDraw = False
58.6921 	EXP 	image_practice: autoDraw = True
59.1098 	DATA 	Keypress: num_4
59.1114 	EXP 	New trial (rep=0, index=15): OrderedDict([('no', 32), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
59.1660 	EXP 	image_practice: autoDraw = False
59.1660 	EXP 	point_prac: autoDraw = False
59.1660 	EXP 	image_practice: image = u'pic/5.png'
59.1660 	EXP 	point_prac: autoDraw = True
60.1268 	EXP 	point_prac: autoDraw = False
60.1435 	EXP 	image_practice: autoDraw = True
60.5612 	DATA 	Keypress: num_5
60.5637 	EXP 	New trial (rep=0, index=16): OrderedDict([('no', 46), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
60.6264 	EXP 	image_practice: autoDraw = False
60.6264 	EXP 	point_prac: autoDraw = False
60.6264 	EXP 	image_practice: image = u'pic/8.png'
60.6264 	EXP 	point_prac: autoDraw = True
61.5783 	EXP 	point_prac: autoDraw = False
61.5949 	EXP 	image_practice: autoDraw = True
62.1460 	DATA 	Keypress: num_8
62.1484 	EXP 	New trial (rep=0, index=17): OrderedDict([('no', 47), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
62.2014 	EXP 	image_practice: autoDraw = False
62.2014 	EXP 	point_prac: autoDraw = False
62.2014 	EXP 	image_practice: image = u'pic/2.png'
62.2014 	EXP 	point_prac: autoDraw = True
63.1631 	EXP 	point_prac: autoDraw = False
63.1799 	EXP 	image_practice: autoDraw = True
63.7644 	DATA 	Keypress: num_2
63.7659 	EXP 	New trial (rep=0, index=18): OrderedDict([('no', 14), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
63.8183 	EXP 	image_practice: autoDraw = False
63.8183 	EXP 	point_prac: autoDraw = False
63.8183 	EXP 	image_practice: image = u'pic/5.png'
63.8183 	EXP 	point_prac: autoDraw = True
64.7814 	EXP 	point_prac: autoDraw = False
64.7981 	EXP 	image_practice: autoDraw = True
65.2993 	DATA 	Keypress: num_5
65.3008 	EXP 	New trial (rep=0, index=19): OrderedDict([('no', 33), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
65.3493 	EXP 	image_practice: autoDraw = False
65.3493 	EXP 	point_prac: autoDraw = False
65.3493 	EXP 	image_practice: image = u'pic/6.png'
65.3493 	EXP 	point_prac: autoDraw = True
66.3163 	EXP 	point_prac: autoDraw = False
66.3330 	EXP 	image_practice: autoDraw = True
66.8675 	DATA 	Keypress: num_6
66.8690 	EXP 	New trial (rep=0, index=20): OrderedDict([('no', 10), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
66.9144 	EXP 	image_practice: autoDraw = False
66.9144 	EXP 	point_prac: autoDraw = False
66.9144 	EXP 	image_practice: image = u'pic/1.png'
66.9144 	EXP 	point_prac: autoDraw = True
67.8846 	EXP 	point_prac: autoDraw = False
67.9013 	EXP 	image_practice: autoDraw = True
68.3690 	DATA 	Keypress: num_1
68.3705 	EXP 	New trial (rep=0, index=21): OrderedDict([('no', 11), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
68.4243 	EXP 	image_practice: autoDraw = False
68.4243 	EXP 	point_prac: autoDraw = False
68.4243 	EXP 	image_practice: image = u'pic/2.png'
68.4243 	EXP 	point_prac: autoDraw = True
69.3861 	EXP 	point_prac: autoDraw = False
69.4027 	EXP 	image_practice: autoDraw = True
69.7871 	DATA 	Keypress: num_2
69.7896 	EXP 	New trial (rep=0, index=22): OrderedDict([('no', 38), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
69.8433 	EXP 	image_practice: autoDraw = False
69.8433 	EXP 	point_prac: autoDraw = False
69.8433 	EXP 	image_practice: image = u'pic/2.png'
69.8433 	EXP 	point_prac: autoDraw = True
70.8041 	EXP 	point_prac: autoDraw = False
70.8209 	EXP 	image_practice: autoDraw = True
71.2385 	DATA 	Keypress: num_2
71.2400 	EXP 	New trial (rep=0, index=23): OrderedDict([('no', 35), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
71.2934 	EXP 	image_practice: autoDraw = False
71.2934 	EXP 	point_prac: autoDraw = False
71.2934 	EXP 	image_practice: image = u'pic/8.png'
71.2934 	EXP 	point_prac: autoDraw = True
72.2556 	EXP 	point_prac: autoDraw = False
72.2722 	EXP 	image_practice: autoDraw = True
73.0904 	DATA 	Keypress: num_8
73.0920 	EXP 	New trial (rep=0, index=24): OrderedDict([('no', 39), ('pic', u'pic/3.png'), ('cla', u'practice'), ('ans', ['num_3'])])
73.1415 	EXP 	image_practice: autoDraw = False
73.1415 	EXP 	point_prac: autoDraw = False
73.1415 	EXP 	image_practice: image = u'pic/3.png'
73.1415 	EXP 	point_prac: autoDraw = True
74.1075 	EXP 	point_prac: autoDraw = False
74.1241 	EXP 	image_practice: autoDraw = True
74.6920 	DATA 	Keypress: num_3
74.6934 	EXP 	New trial (rep=0, index=25): OrderedDict([('no', 42), ('pic', u'pic/6.png'), ('cla', u'practice'), ('ans', ['num_6'])])
74.7412 	EXP 	image_practice: autoDraw = False
74.7412 	EXP 	point_prac: autoDraw = False
74.7412 	EXP 	image_practice: image = u'pic/6.png'
74.7412 	EXP 	point_prac: autoDraw = True
75.7091 	EXP 	point_prac: autoDraw = False
75.7258 	EXP 	image_practice: autoDraw = True
76.2771 	DATA 	Keypress: num_6
76.2786 	EXP 	New trial (rep=0, index=26): OrderedDict([('no', 43), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
76.3315 	EXP 	image_practice: autoDraw = False
76.3315 	EXP 	point_prac: autoDraw = False
76.3315 	EXP 	image_practice: image = u'pic/7.png'
76.3315 	EXP 	point_prac: autoDraw = True
77.2940 	EXP 	point_prac: autoDraw = False
77.3107 	EXP 	image_practice: autoDraw = True
77.8951 	DATA 	Keypress: num_7
77.8976 	EXP 	New trial (rep=0, index=27): OrderedDict([('no', 34), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
77.9514 	EXP 	image_practice: autoDraw = False
77.9514 	EXP 	point_prac: autoDraw = False
77.9514 	EXP 	image_practice: image = u'pic/7.png'
