no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,0,0,14,,,,,num_4,0,0.752324000001,num_9,0.737043899979,num_6,0.739177999989,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,1,1,4,,,,,,,,,,num_5,0.601163100015,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,2,2,17,,,,,,,,,,num_9,0.720265600015,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,3,3,5,,,,,,,,,,num_6,0.603215500014,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,4,4,24,,,,,,,,,,num_7,0.636691800028,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,5,5,3,,,,,,,,,,num_4,0.453787699982,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,6,6,12,,,,,,,,,,num_4,0.569761599996,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,7,7,9,,,,,,,,,,num_1,0.61888959998,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,8,8,1,,,,,,,,,,num_2,0.669592399994,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,9,9,2,,,,,,,,,,num_3,0.854764299991,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,10,10,20,,,,,,,,,,num_3,0.736571700021,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,11,11,10,,,,,,,,,,num_2,0.920144400006,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,12,12,22,,,,,,,,,,num_5,0.636324999999,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,13,13,11,,,,,,,,,,num_3,0.970168599975,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,14,14,25,,,,,,,,,,num_8,0.770043299999,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,15,15,18,,,,,,,,,,num_1,0.753793599986,,,2019_May_08_1048,59.732053953,click_exp,001,mf1633014,
