no,pic,cla,ans,n,key_resp_base.keys_raw,key_resp_base.rt_mean,key_resp_base.rt_raw,key_resp_base.rt_std,order
1,pic/1.png,baseline,['num_1'],1.0,'num_1',0.552265822887,0.5522658228874207,0.0,23.0
2,pic/2.png,baseline,['num_2'],1.0,'num_2',0.551524102688,0.5515241026878357,0.0,21.0
3,pic/3.png,baseline,['num_3'],1.0,'num_3',0.55265468359,0.5526546835899353,0.0,22.0
4,pic/4.png,baseline,['num_4'],1.0,'num_4',0.502639114857,0.50263911485672,0.0,8.0
5,pic/5.png,baseline,['num_5'],1.0,'num_5',0.454225301743,0.4542253017425537,0.0,11.0
6,pic/6.png,baseline,['num_6'],1.0,'num_6',0.453319698572,0.4533196985721588,0.0,14.0
7,pic/7.png,baseline,['num_7'],1.0,'num_7',0.553036808968,0.5530368089675903,0.0,26.0
8,pic/8.png,baseline,['num_8'],1.0,'num_8',0.569341719151,0.5693417191505432,0.0,5.0
9,pic/9.png,baseline,['num_9'],1.0,'num_9',0.568826317787,0.5688263177871704,0.0,7.0
10,pic/1.png,baseline,['num_1'],1.0,'num_1',0.536272823811,0.5362728238105774,0.0,24.0
11,pic/2.png,baseline,['num_2'],1.0,'num_2',0.486327797174,0.48632779717445374,0.0,1.0
12,pic/3.png,baseline,['num_3'],1.0,'num_3',0.653046071529,0.6530460715293884,0.0,15.0
13,pic/4.png,baseline,['num_4'],1.0,'num_4',0.569142103195,0.5691421031951904,0.0,10.0
14,pic/5.png,baseline,['num_5'],1.0,'num_5',0.536782205105,0.5367822051048279,0.0,18.0
15,pic/6.png,baseline,['num_6'],1.0,'num_6',0.452433586121,0.45243358612060547,0.0,3.0
16,pic/7.png,baseline,['num_7'],1.0,'num_7',0.587050676346,0.5870506763458252,0.0,2.0
17,pic/8.png,baseline,['num_8'],1.0,'num_8',0.60463321209,0.6046332120895386,0.0,0.0
18,pic/9.png,baseline,['num_9'],1.0,'num_9',0.521391510963,0.5213915109634399,0.0,9.0
19,pic/1.png,baseline,['num_1'],1.0,'num_1',0.552224874496,0.55222487449646,0.0,6.0
20,pic/2.png,baseline,['num_2'],1.0,'num_2',0.554157376289,0.5541573762893677,0.0,17.0
21,pic/3.png,baseline,['num_3'],1.0,'num_3',0.603961825371,0.6039618253707886,0.0,13.0
22,pic/4.png,baseline,['num_4'],1.0,'num_4',0.485658586025,0.48565858602523804,0.0,12.0
23,pic/5.png,baseline,['num_5'],1.0,'num_5',0.50280559063,0.5028055906295776,0.0,25.0
24,pic/6.png,baseline,['num_6'],1.0,'num_6',0.536351382732,0.5363513827323914,0.0,16.0
25,pic/7.png,baseline,['num_7'],1.0,'num_7',0.552573978901,0.5525739789009094,0.0,4.0
26,pic/8.png,baseline,['num_8'],1.0,'num_8',0.52022010088,0.5202201008796692,0.0,20.0
27,pic/9.png,baseline,['num_9'],1.0,'num_9',0.553018271923,0.5530182719230652,0.0,19.0

extraInfo
date,2019_May_08_1152
frameRate,59.6594281856
expName,click_exp
session,001
participant,MG1810082
