no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,0,0,9,,,,,num_5,0,0.351152200019,num_9,0.568010800052,num_1,0.534930500027,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,1,1,14,,,,,,,,,,num_6,0.484631500032,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,2,2,13,,,,,,,,,,num_5,0.368158099998,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,3,3,26,,,,,,,,,,num_9,0.584802200028,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,4,4,6,,,,,,,,,,num_7,0.551367999986,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,5,5,12,,,,,,,,,,num_4,0.417165699997,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,6,6,21,,,,,,,,,,num_4,0.384200399974,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,7,7,5,,,,,,,,,,num_6,0.401371899992,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,8,8,15,,,,,,,,,,num_7,0.683827299974,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,9,9,3,,,,,,,,,,num_4,0.451368800015,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,10,10,17,,,,,,,,,,num_9,0.568296599959,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,11,11,20,,,,,,,,,,num_3,0.636036399985,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,12,12,18,,,,,,,,,,num_1,0.550423800014,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,13,13,7,,,,,,,,,,num_8,0.501427300042,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,14,14,22,,,,,,,,,,num_5,0.383603900031,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,15,15,2,,,,,,,,,,num_3,0.46818820003,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,16,16,8,,,,,,,,,,num_9,0.50130589999,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,17,17,24,,,,,,,,,,num_7,0.568476699991,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,18,18,1,,,,,,,,,,num_2,0.451226100035,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,19,19,4,,,,,,,,,,num_5,0.368183399958,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,20,20,16,,,,,,,,,,num_8,0.434464699996,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,21,21,0,,,,,,,,,,num_1,0.634662600001,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,22,22,11,,,,,,,,,,num_3,0.651449099998,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,23,23,10,,,,,,,,,,num_2,0.46794100001,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,24,24,25,,,,,,,,,,num_8,0.451509400038,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,25,25,23,,,,,,,,,,num_6,0.435552700015,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,26,26,19,,,,,,,,,,num_2,0.46797659999,,,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
1,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_9,0.53447220003,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
2,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_9,0.53578049998,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
3,pic/2.png,aa,['num_2'],,,,,,,,,,,,,0,2,2,2,,,,,,,,num_2,0.567972099991,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
4,pic/2.png,aa,['num_2'],,,,,,,,,,,,,0,3,3,3,,,,,,,,num_2,0.451288799988,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
5,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,4,4,4,,,,,,,,num_1,0.518039499992,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
6,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,5,5,5,,,,,,,,num_1,0.467045400001,2019_May_08_1618,60.0326217304,click_exp,001,MF1824059,
