42.7514 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color='white', colorSpace='named', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1E0F30F0>, multiSample=False, name='window1', numSamples=2, pos=[0, 0], screen=0, size=array([1920, 1080]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType=u'pyglet')
42.7515 	EXP 	window1: recordFrameIntervals = False
42.9118 	EXP 	window1: recordFrameIntervals = True
43.0954 	EXP 	window1: recordFrameIntervals = False
43.8153 	EXP 	Created wel_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='wel_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
43.8282 	EXP 	Created image_practice = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_practice', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
43.8541 	EXP 	Created point_prac = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_prac', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
43.9186 	EXP 	Created text_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Consolas', fontFiles=[], height=0.1, italic=False, name='text_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=newstr(...), units=u'norm', win=Window(...), wrapWidth=1)
43.9245 	EXP 	Created huan_point = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='huan_point', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
43.9282 	EXP 	Created image_huan = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_huan', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
43.9337 	EXP 	Created point_base = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_base', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
43.9376 	EXP 	Created image_base = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_base', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
43.9435 	EXP 	Created point_for = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='point_for', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text='+', units=u'norm', win=Window(...), wrapWidth=1)
43.9474 	EXP 	Created image_for = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_for', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.45,  0.8 ]), texRes=128, units=u'norm', win=Window(...))
43.9630 	EXP 	wel_text: autoDraw = True
62.7651 	DATA 	Keypress: space
62.7854 	EXP 	Imported pic\prac_click.csv as conditions, 47 conditions, 4 params
62.7873 	EXP 	Created sequence: random, trialTypes=47, nReps=1, seed=None
62.7880 	EXP 	New trial (rep=0, index=0): OrderedDict([('no', 40), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
62.8463 	EXP 	wel_text: autoDraw = False
62.8463 	EXP 	image_practice: image = u'pic/4.png'
62.8463 	EXP 	point_prac: autoDraw = True
63.7990 	EXP 	point_prac: autoDraw = False
63.8602 	EXP 	image_practice: autoDraw = True
64.5003 	DATA 	Keypress: num_4
64.5065 	EXP 	New trial (rep=0, index=1): OrderedDict([('no', 9), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
64.5521 	EXP 	image_practice: autoDraw = False
64.5521 	EXP 	point_prac: autoDraw = False
64.5521 	EXP 	image_practice: image = u'pic/9.png'
64.5521 	EXP 	point_prac: autoDraw = True
65.5174 	EXP 	point_prac: autoDraw = False
65.5340 	EXP 	image_practice: autoDraw = True
66.2853 	DATA 	Keypress: num_9
66.2866 	EXP 	New trial (rep=0, index=2): OrderedDict([('no', 17), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
66.3328 	EXP 	image_practice: autoDraw = False
66.3328 	EXP 	point_prac: autoDraw = False
66.3328 	EXP 	image_practice: image = u'pic/8.png'
66.3328 	EXP 	point_prac: autoDraw = True
67.3025 	EXP 	point_prac: autoDraw = False
67.3192 	EXP 	image_practice: autoDraw = True
67.8202 	DATA 	Keypress: num_8
67.8214 	EXP 	New trial (rep=0, index=3): OrderedDict([('no', 26), ('pic', u'pic/8.png'), ('cla', u'practice'), ('ans', ['num_8'])])
67.8639 	EXP 	image_practice: autoDraw = False
67.8639 	EXP 	point_prac: autoDraw = False
67.8639 	EXP 	image_practice: image = u'pic/8.png'
67.8639 	EXP 	point_prac: autoDraw = True
68.8373 	EXP 	point_prac: autoDraw = False
68.8540 	EXP 	image_practice: autoDraw = True
69.3553 	DATA 	Keypress: num_8
69.3566 	EXP 	New trial (rep=0, index=4): OrderedDict([('no', 7), ('pic', u'pic/7.png'), ('cla', u'practice'), ('ans', ['num_7'])])
69.4027 	EXP 	image_practice: autoDraw = False
69.4027 	EXP 	point_prac: autoDraw = False
69.4027 	EXP 	image_practice: image = u'pic/7.png'
69.4027 	EXP 	point_prac: autoDraw = True
70.3722 	EXP 	point_prac: autoDraw = False
70.3890 	EXP 	image_practice: autoDraw = True
70.8734 	DATA 	Keypress: num_7
70.8748 	EXP 	New trial (rep=0, index=5): OrderedDict([('no', 37), ('pic', u'pic/1.png'), ('cla', u'practice'), ('ans', ['num_1'])])
70.9276 	EXP 	image_practice: autoDraw = False
70.9276 	EXP 	point_prac: autoDraw = False
70.9276 	EXP 	image_practice: image = u'pic/1.png'
70.9276 	EXP 	point_prac: autoDraw = True
71.8905 	EXP 	point_prac: autoDraw = False
71.9072 	EXP 	image_practice: autoDraw = True
72.5416 	DATA 	Keypress: num_1
72.5429 	EXP 	New trial (rep=0, index=6): OrderedDict([('no', 22), ('pic', u'pic/4.png'), ('cla', u'practice'), ('ans', ['num_4'])])
72.5862 	EXP 	image_practice: autoDraw = False
72.5862 	EXP 	point_prac: autoDraw = False
72.5862 	EXP 	image_practice: image = u'pic/4.png'
72.5862 	EXP 	point_prac: autoDraw = True
73.5587 	EXP 	point_prac: autoDraw = False
73.5754 	EXP 	image_practice: autoDraw = True
74.3100 	DATA 	Keypress: num_4
74.3112 	EXP 	New trial (rep=0, index=7): OrderedDict([('no', 41), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
74.3603 	EXP 	image_practice: autoDraw = False
74.3603 	EXP 	point_prac: autoDraw = False
74.3603 	EXP 	image_practice: image = u'pic/5.png'
74.3603 	EXP 	point_prac: autoDraw = True
75.3272 	EXP 	point_prac: autoDraw = False
75.3439 	EXP 	image_practice: autoDraw = True
75.7948 	DATA 	Keypress: num_5
75.7961 	EXP 	New trial (rep=0, index=8): OrderedDict([('no', 36), ('pic', u'pic/9.png'), ('cla', u'practice'), ('ans', ['num_9'])])
75.8384 	EXP 	image_practice: autoDraw = False
75.8384 	EXP 	point_prac: autoDraw = False
75.8384 	EXP 	image_practice: image = u'pic/9.png'
75.8384 	EXP 	point_prac: autoDraw = True
76.8121 	EXP 	point_prac: autoDraw = False
76.8288 	EXP 	image_practice: autoDraw = True
77.3798 	DATA 	Keypress: num_9
77.3810 	EXP 	New trial (rep=0, index=9): OrderedDict([('no', 14), ('pic', u'pic/5.png'), ('cla', u'practice'), ('ans', ['num_5'])])
77.4236 	EXP 	image_practice: autoDraw = False
77.4236 	EXP 	point_prac: autoDraw = False
77.4236 	EXP 	image_practice: image = u'pic/5.png'
77.4236 	EXP 	point_prac: autoDraw = True
78.3970 	EXP 	point_prac: autoDraw = False
78.4135 	EXP 	image_practice: autoDraw = True
78.8479 	DATA 	Keypress: num_5
78.8492 	EXP 	New trial (rep=0, index=10): OrderedDict([('no', 20), ('pic', u'pic/2.png'), ('cla', u'practice'), ('ans', ['num_2'])])
78.8943 	EXP 	image_practice: autoDraw = False
78.8943 	EXP 	point_prac: autoDraw = False
78.8943 	EXP 	image_practice: image = u'pic/2.png'
78.8943 	EXP 	point_prac: autoDraw = True
79.8651 	EXP 	point_prac: autoDraw = False
