no,pic,cla,ans,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials_huan.thisRepN,trials_huan.thisTrialN,trials_huan.thisN,trials_huan.thisIndex,trials_baseline.thisRepN,trials_baseline.thisTrialN,trials_baseline.thisN,trials_baseline.thisIndex,trials_formal.thisRepN,trials_formal.thisTrialN,trials_formal.thisN,trials_formal.thisIndex,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_huan.keys,key_resp_huan.rt,key_resp_base.keys,key_resp_base.rt,key_resp_for.keys,key_resp_for.rt,date,frameRate,expName,session,participant,
5,pic/5.png,baseline,['num_5'],,,,,,,,,0,0,0,4,,,,,num_2,0,0.603291300009,num_9,0.535780799983,num_5,0.404618600005,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
11,pic/2.png,baseline,['num_2'],,,,,,,,,0,1,1,10,,,,,,,,,,num_2,0.536446800019,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
13,pic/4.png,baseline,['num_4'],,,,,,,,,0,2,2,12,,,,,,,,,,num_4,0.418965699995,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
6,pic/6.png,baseline,['num_6'],,,,,,,,,0,3,3,5,,,,,,,,,,num_6,0.436007300013,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
16,pic/7.png,baseline,['num_7'],,,,,,,,,0,4,4,15,,,,,,,,,,num_7,0.5192561,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
18,pic/9.png,baseline,['num_9'],,,,,,,,,0,5,5,17,,,,,,,,,,num_9,0.569808400003,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
14,pic/5.png,baseline,['num_5'],,,,,,,,,0,6,6,13,,,,,,,,,,num_5,0.419089299976,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
12,pic/3.png,baseline,['num_3'],,,,,,,,,0,7,7,11,,,,,,,,,,num_3,0.736154399987,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
25,pic/7.png,baseline,['num_7'],,,,,,,,,0,8,8,24,,,,,,,,,,num_7,0.51935040002,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
24,pic/6.png,baseline,['num_6'],,,,,,,,,0,9,9,23,,,,,,,,,,num_6,0.485868799995,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
9,pic/9.png,baseline,['num_9'],,,,,,,,,0,10,10,8,,,,,,,,,,num_9,0.486322599987,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
3,pic/3.png,baseline,['num_3'],,,,,,,,,0,11,11,2,,,,,,,,,,num_3,0.586300900002,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
2,pic/2.png,baseline,['num_2'],,,,,,,,,0,12,12,1,,,,,,,,,,num_2,0.536079100013,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
21,pic/3.png,baseline,['num_3'],,,,,,,,,0,13,13,20,,,,,,,,,,num_3,0.518857699994,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
15,pic/6.png,baseline,['num_6'],,,,,,,,,0,14,14,14,,,,,,,,,,num_6,0.470537799993,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
1,pic/1.png,baseline,['num_1'],,,,,,,,,0,15,15,0,,,,,,,,,,num_1,0.552514999988,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
22,pic/4.png,baseline,['num_4'],,,,,,,,,0,16,16,21,,,,,,,,,,num_4,0.420193500002,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
10,pic/1.png,baseline,['num_1'],,,,,,,,,0,17,17,9,,,,,,,,,,num_1,0.535931399994,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
19,pic/1.png,baseline,['num_1'],,,,,,,,,0,18,18,18,,,,,,,,,,num_1,0.553084300016,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
27,pic/9.png,baseline,['num_9'],,,,,,,,,0,19,19,26,,,,,,,,,,num_9,0.519263999973,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
7,pic/7.png,baseline,['num_7'],,,,,,,,,0,20,20,6,,,,,,,,,,num_7,0.520075499982,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
8,pic/8.png,baseline,['num_8'],,,,,,,,,0,21,21,7,,,,,,,,,,num_8,0.469592000009,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
20,pic/2.png,baseline,['num_2'],,,,,,,,,0,22,22,19,,,,,,,,,,num_2,0.568163899996,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
4,pic/4.png,baseline,['num_4'],,,,,,,,,0,23,23,3,,,,,,,,,,num_4,0.469419200002,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
26,pic/8.png,baseline,['num_8'],,,,,,,,,0,24,24,25,,,,,,,,,,num_8,0.452529400005,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
23,pic/5.png,baseline,['num_5'],,,,,,,,,0,25,25,22,,,,,,,,,,num_5,0.402825600002,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
17,pic/8.png,baseline,['num_8'],,,,,,,,,0,26,26,16,,,,,,,,,,num_8,0.402140699996,,,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
1,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,0,0,0,,,,,,,,num_9,0.518794099975,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
2,pic/9.png,aa,['num_9'],,,,,,,,,,,,,0,1,1,1,,,,,,,,num_9,0.501982899994,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
3,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,2,2,2,,,,,,,,num_5,0.486879400007,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
4,pic/5.png,aa,['num_5'],,,,,,,,,,,,,0,3,3,3,,,,,,,,num_5,0.419544000004,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
5,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,4,4,4,,,,,,,,num_8,0.502911399992,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
6,pic/8.png,aa,['num_8'],,,,,,,,,,,,,0,5,5,5,,,,,,,,num_8,0.486116399989,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
7,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,6,6,6,,,,,,,,num_6,0.50315080001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
8,pic/6.png,aa,['num_6'],,,,,,,,,,,,,0,7,7,7,,,,,,,,num_6,0.48714110002,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
9,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,8,8,8,,,,,,,,num_1,0.587185100012,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
10,pic/1.png,aa,['num_1'],,,,,,,,,,,,,0,9,9,9,,,,,,,,num_1,0.635511500004,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/6.png,huan,['num_6'],,,,,,,,,,,,,0,10,10,10,,,,,,,,num_6,0.469663099997,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,11,11,11,,,,,,,,num_7,0.552356700005,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
11,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,12,12,12,,,,,,,,num_6,0.502369900001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
12,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,13,13,13,,,,,,,,num_6,0.469070400024,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
13,pic/6.png,aaa,['num_6'],,,,,,,,,,,,,0,14,14,14,,,,,,,,num_6,0.41920829998,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
14,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,15,15,15,,,,,,,,num_5,0.436223500001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
15,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,16,16,16,,,,,,,,num_5,0.351995300007,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
16,pic/5.png,aaa,['num_5'],,,,,,,,,,,,,0,17,17,17,,,,,,,,num_5,0.386622499995,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
17,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,18,18,18,,,,,,,,num_8,0.502593599987,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
18,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,19,19,19,,,,,,,,num_8,0.452336799994,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
19,pic/8.png,aaa,['num_8'],,,,,,,,,,,,,0,20,20,20,,,,,,,,num_8,0.352571299998,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
20,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,21,21,21,,,,,,,,num_4,0.469112499995,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
21,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,22,22,22,,,,,,,,num_4,0.35287480001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
22,pic/4.png,aaa,['num_4'],,,,,,,,,,,,,0,23,23,23,,,,,,,,num_4,0.335701499978,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/8.png,huan,['num_8'],,,,,,,,,,,,,0,24,24,24,,,,,,,,num_8,0.502265099989,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/7.png,huan,['num_7'],,,,,,,,,,,,,0,25,25,25,,,,,,,,num_7,0.569158400001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
23,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,26,26,26,,,,,,,,num_6,0.553211599996,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
24,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,27,27,27,,,,,,,,num_5,0.35361749999,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
25,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,28,28,28,,,,,,,,num_5,0.402503799996,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
26,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,29,29,29,,,,,,,,num_5,0.352641900012,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
27,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,30,30,30,,,,,,,,num_2,0.6194464,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
28,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,31,31,31,,,,,,,,num_2,0.569349799975,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
29,pic/9.png,abb,['num_9'],,,,,,,,,,,,,0,32,32,32,,,,,,,,num_9,0.535765399982,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
30,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,33,33,33,,,,,,,,num_2,0.519229900005,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
31,pic/2.png,abb,['num_2'],,,,,,,,,,,,,0,34,34,34,,,,,,,,num_2,0.419042499998,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
32,pic/4.png,abb,['num_4'],,,,,,,,,,,,,0,35,35,35,,,,,,,,num_4,0.535713299992,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
33,pic/8.png,abb,['num_8'],,,,,,,,,,,,,0,36,36,36,,,,,,,,num_8,0.468511300016,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
34,pic/8.png,abb,['num_8'],,,,,,,,,,,,,0,37,37,37,,,,,,,,num_8,0.452840599988,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
35,pic/1.png,abb,['num_1'],,,,,,,,,,,,,0,38,38,38,,,,,,,,num_1,0.653897600016,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
36,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,39,39,39,,,,,,,,num_6,0.452844500018,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
37,pic/6.png,abb,['num_6'],,,,,,,,,,,,,0,40,40,40,,,,,,,,num_6,0.467569800006,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
38,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,41,41,41,,,,,,,,num_5,0.435753500002,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
39,pic/4.png,abb,['num_4'],,,,,,,,,,,,,0,42,42,42,,,,,,,,num_4,0.419363099994,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
40,pic/4.png,abb,['num_4'],,,,,,,,,,,,,0,43,43,43,,,,,,,,num_4,0.368899099994,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
41,pic/7.png,abb,['num_7'],,,,,,,,,,,,,0,44,44,44,,,,,,,,num_7,0.485719699995,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
42,pic/1.png,abb,['num_1'],,,,,,,,,,,,,0,45,45,45,,,,,,,,num_1,0.535360599984,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
43,pic/1.png,abb,['num_1'],,,,,,,,,,,,,0,46,46,46,,,,,,,,num_1,0.452581199992,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
44,pic/9.png,abb,['num_9'],,,,,,,,,,,,,0,47,47,47,,,,,,,,num_9,0.535798499972,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
45,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,48,48,48,,,,,,,,num_5,0.419298299996,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
46,pic/5.png,abb,['num_5'],,,,,,,,,,,,,0,49,49,49,,,,,,,,num_5,0.368242099998,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/1.png,huan,['num_1'],,,,,,,,,,,,,0,50,50,50,,,,,,,,num_1,0.552261600009,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/2.png,huan,['num_2'],,,,,,,,,,,,,0,51,51,51,,,,,,,,num_2,0.50278770001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
47,pic/4.png,wh,['num_4'],,,,,,,,,,,,,0,52,52,52,,,,,,,,num_4,0.419018800021,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
48,pic/5.png,wh,['num_5'],,,,,,,,,,,,,0,53,53,53,,,,,,,,num_5,0.402261400013,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
49,pic/6.png,wh,['num_6'],,,,,,,,,,,,,0,54,54,54,,,,,,,,num_6,0.4693654,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
50,pic/2.png,wh,['num_2'],,,,,,,,,,,,,0,55,55,55,,,,,,,,num_2,0.504005499999,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
51,pic/5.png,wh,['num_5'],,,,,,,,,,,,,0,56,56,56,,,,,,,,num_5,0.418967100006,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
52,pic/8.png,wh,['num_8'],,,,,,,,,,,,,0,57,57,57,,,,,,,,num_8,0.519435800001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
53,pic/2.png,wh,['num_2'],,,,,,,,,,,,,0,58,58,58,,,,,,,,num_2,0.569224900013,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
54,pic/5.png,wh,['num_5'],,,,,,,,,,,,,0,59,59,59,,,,,,,,num_5,0.435532500007,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
55,pic/8.png,wh,['num_8'],,,,,,,,,,,,,0,60,60,60,,,,,,,,num_8,0.401501099986,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
56,pic/7.png,wh,['num_7'],,,,,,,,,,,,,0,61,61,61,,,,,,,,num_7,0.569169000024,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
57,pic/8.png,wh,['num_8'],,,,,,,,,,,,,0,62,62,62,,,,,,,,num_8,0.435714900028,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
58,pic/9.png,wh,['num_9'],,,,,,,,,,,,,0,63,63,63,,,,,,,,num_9,0.502534599975,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
59,pic/3.png,cross,['num_3'],,,,,,,,,,,,,0,64,64,64,,,,,,,,num_3,0.519174500019,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
60,pic/5.png,cross,['num_5'],,,,,,,,,,,,,0,65,65,65,,,,,,,,num_5,0.370217599993,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
61,pic/7.png,cross,['num_7'],,,,,,,,,,,,,0,66,66,66,,,,,,,,num_7,0.519382800005,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
62,pic/7.png,cross,['num_7'],,,,,,,,,,,,,0,67,67,67,,,,,,,,num_7,0.50313170001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
63,pic/5.png,cross,['num_5'],,,,,,,,,,,,,0,68,68,68,,,,,,,,num_5,0.386552699987,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
64,pic/3.png,cross,['num_3'],,,,,,,,,,,,,0,69,69,69,,,,,,,,num_3,0.486291499983,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
65,pic/7.png,cross,['num_7'],,,,,,,,,,,,,0,70,70,70,,,,,,,,num_7,0.468660499988,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
66,pic/5.png,cross,['num_5'],,,,,,,,,,,,,0,71,71,71,,,,,,,,num_5,0.3525983,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
67,pic/3.png,cross,['num_3'],,,,,,,,,,,,,0,72,72,72,,,,,,,,num_3,0.536040199979,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
68,pic/7.png,cross,['num_7'],,,,,,,,,,,,,0,73,73,73,,,,,,,,num_7,0.736864400009,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
69,pic/5.png,cross,['num_5'],,,,,,,,,,,,,0,74,74,74,,,,,,,,num_5,0.435891899979,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
70,pic/3.png,cross,['num_3'],,,,,,,,,,,,,0,75,75,75,,,,,,,,num_3,0.636030199996,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/9.png,huan,['num_9'],,,,,,,,,,,,,0,76,76,76,,,,,,,,num_9,0.485275399988,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
-1,pic/4.png,huan,['num_4'],,,,,,,,,,,,,0,77,77,77,,,,,,,,num_4,0.4523491,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
71,pic/5.png,abc3,['num_5'],,,,,,,,,,,,,0,78,78,78,,,,,,,,num_5,0.336105599999,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
72,pic/9.png,abc3,['num_9'],,,,,,,,,,,,,0,79,79,79,,,,,,,,num_9,0.568084500002,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
73,pic/8.png,abc3,['num_8'],,,,,,,,,,,,,0,80,80,80,,,,,,,,num_8,0.485567600001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
74,pic/5.png,abc3,['num_5'],,,,,,,,,,,,,0,81,81,81,,,,,,,,num_5,0.403281200008,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
75,pic/9.png,abc3,['num_9'],,,,,,,,,,,,,0,82,82,82,,,,,,,,num_9,0.552371400001,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
76,pic/8.png,abc3,['num_8'],,,,,,,,,,,,,0,83,83,83,,,,,,,,num_8,0.486315100017,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
77,pic/5.png,abc3,['num_5'],,,,,,,,,,,,,0,84,84,84,,,,,,,,num_5,0.502431800007,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
78,pic/9.png,abc3,['num_9'],,,,,,,,,,,,,0,85,85,85,,,,,,,,num_9,0.551704000012,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
79,pic/8.png,abc3,['num_8'],,,,,,,,,,,,,0,86,86,86,,,,,,,,num_8,0.469065399986,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
80,pic/4.png,abc3,['num_4'],,,,,,,,,,,,,0,87,87,87,,,,,,,,num_4,0.453561999981,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
81,pic/3.png,abc3,['num_3'],,,,,,,,,,,,,0,88,88,88,,,,,,,,num_3,0.619774199993,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
82,pic/1.png,abc3,['num_1'],,,,,,,,,,,,,0,89,89,89,,,,,,,,num_1,0.570560499997,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
83,pic/4.png,abc3,['num_4'],,,,,,,,,,,,,0,90,90,90,,,,,,,,num_4,0.469290400011,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
84,pic/3.png,abc3,['num_3'],,,,,,,,,,,,,0,91,91,91,,,,,,,,num_3,0.58541650002,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
85,pic/1.png,abc3,['num_1'],,,,,,,,,,,,,0,92,92,92,,,,,,,,num_1,0.536316800019,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
86,pic/4.png,abc3,['num_4'],,,,,,,,,,,,,0,93,93,93,,,,,,,,num_4,0.419744300016,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
87,pic/3.png,abc3,['num_3'],,,,,,,,,,,,,0,94,94,94,,,,,,,,num_3,0.518916400004,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
88,pic/1.png,abc3,['num_1'],,,,,,,,,,,,,0,95,95,95,,,,,,,,num_1,0.535885300022,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
89,pic/3.png,abc3,['num_3'],,,,,,,,,,,,,0,96,96,96,,,,,,,,num_3,0.469971199986,2019_May_07_1518,59.6716745098,click_exp,001,181820094,
