pic,ans,cla,no,n,key_resp_for.keys_raw,key_resp_for.rt_mean,key_resp_for.rt_raw,key_resp_for.rt_std,order
pic/6.png,['num_6'],aa,1,1.0,'num_6',0.530126929283,0.5301269292831421,0.0,0.0
pic/6.png,['num_6'],aa,2,1.0,'num_6',0.469366699457,0.4693666994571686,0.0,1.0
pic/8.png,['num_8'],aa,3,1.0,'num_8',0.535881519318,0.535881519317627,0.0,2.0
pic/8.png,['num_8'],aa,4,1.0,'num_8',0.487387895584,0.48738789558410645,0.0,3.0
pic/4.png,['num_4'],aa,5,1.0,'num_4',0.553976178169,0.5539761781692505,0.0,4.0
pic/4.png,['num_4'],aa,6,1.0,'num_4',0.451819002628,0.4518190026283264,0.0,5.0
pic/3.png,['num_3'],aa,7,1.0,'num_3',0.502338528633,0.5023385286331177,0.0,6.0
pic/3.png,['num_3'],aa,8,1.0,'num_3',0.537009894848,0.5370098948478699,0.0,7.0
pic/9.png,['num_9'],aa,9,1.0,'num_9',0.618914604187,0.6189146041870117,0.0,8.0
pic/9.png,['num_9'],aa,10,1.0,'num_9',0.516521692276,0.516521692276001,0.0,9.0
pic/3.png,['num_3'],huan,-1,1.0,'num_3',0.470213085413,0.4702130854129791,0.0,10.0
pic/9.png,['num_9'],huan,-1,1.0,'num_9',0.535656094551,0.5356560945510864,0.0,11.0
pic/6.png,['num_6'],aaa,11,1.0,'num_6',0.48537760973,0.48537760972976685,0.0,12.0
pic/6.png,['num_6'],aaa,12,1.0,'num_6',0.402384102345,0.40238410234451294,0.0,13.0
pic/6.png,['num_6'],aaa,13,1.0,'num_6',0.402263700962,0.40226370096206665,0.0,14.0
pic/5.png,['num_5'],aaa,14,1.0,'num_5',0.45242190361,0.4524219036102295,0.0,15.0
pic/5.png,['num_5'],aaa,15,1.0,'num_5',0.43593609333,0.4359360933303833,0.0,16.0
pic/5.png,['num_5'],aaa,16,1.0,'num_5',0.352485090494,0.3524850904941559,0.0,17.0
pic/8.png,['num_8'],aaa,17,1.0,'num_8',0.536859810352,0.5368598103523254,0.0,18.0
pic/8.png,['num_8'],aaa,18,1.0,'num_8',0.419690191746,0.41969019174575806,0.0,19.0
pic/8.png,['num_8'],aaa,19,1.0,'num_8',0.435374796391,0.43537479639053345,0.0,20.0
pic/7.png,['num_7'],aaa,20,1.0,'num_7',0.503158628941,0.5031586289405823,0.0,21.0
pic/7.png,['num_7'],aaa,21,1.0,'num_7',0.318857908249,0.31885790824890137,0.0,22.0
pic/7.png,['num_7'],aaa,22,1.0,'num_7',0.30187278986,0.30187278985977173,0.0,23.0
pic/6.png,['num_6'],huan,-1,1.0,'num_6',0.469277799129,0.4692777991294861,0.0,24.0
pic/3.png,['num_3'],huan,-1,1.0,'num_3',0.519370794296,0.5193707942962646,0.0,25.0
pic/3.png,['num_3'],abb,23,1.0,'num_3',0.369267314672,0.3692673146724701,0.0,26.0
pic/2.png,['num_2'],abb,24,1.0,'num_2',0.435736596584,0.43573659658432007,0.0,27.0
pic/2.png,['num_2'],abb,25,1.0,'num_2',0.302274912596,0.3022749125957489,0.0,28.0
pic/6.png,['num_6'],abb,26,1.0,'num_6',0.93707382679,0.937073826789856,0.0,29.0
pic/5.png,['num_5'],abb,27,1.0,'num_5',0.468846201897,0.4688462018966675,0.0,30.0
pic/5.png,['num_5'],abb,28,1.0,'num_5',0.485790491104,0.485790491104126,0.0,31.0
pic/4.png,['num_4'],abb,29,1.0,'num_4',0.41941010952,0.4194101095199585,0.0,32.0
pic/8.png,['num_8'],abb,30,1.0,'num_8',0.452046185732,0.4520461857318878,0.0,33.0
pic/8.png,['num_8'],abb,31,1.0,'num_8',0.402403712273,0.40240371227264404,0.0,34.0
pic/6.png,['num_6'],abb,32,1.0,'num_6',0.48614731431,0.48614731431007385,0.0,35.0
pic/7.png,['num_7'],abb,33,1.0,'num_7',0.519573390484,0.5195733904838562,0.0,36.0
pic/7.png,['num_7'],abb,34,1.0,'num_7',0.51901948452,0.5190194845199585,0.0,37.0
pic/7.png,['num_7'],abb,35,1.0,'num_7',0.386436909437,0.38643690943717957,0.0,38.0
pic/4.png,['num_4'],abb,36,1.0,'num_4',0.603474080563,0.6034740805625916,0.0,39.0
pic/4.png,['num_4'],abb,37,1.0,'num_4',0.46979150176,0.4697915017604828,0.0,40.0
pic/1.png,['num_1'],abb,38,1.0,'num_1',0.670310199261,0.6703101992607117,0.0,41.0
pic/8.png,['num_8'],abb,39,1.0,'num_8',0.468942403793,0.46894240379333496,0.0,42.0
pic/8.png,['num_8'],abb,40,1.0,'num_8',0.402312994003,0.4023129940032959,0.0,43.0
pic/9.png,['num_9'],abb,41,1.0,'num_9',0.485758900642,0.485758900642395,0.0,44.0
pic/3.png,['num_3'],abb,42,1.0,'num_3',0.703417599201,0.7034175992012024,0.0,45.0
pic/3.png,['num_3'],abb,43,1.0,'num_3',0.487184494734,0.4871844947338104,0.0,46.0
pic/3.png,['num_3'],abb,44,1.0,'num_3',0.502485692501,0.5024856925010681,0.0,47.0
pic/4.png,['num_4'],abb,45,1.0,'num_4',0.469249695539,0.4692496955394745,0.0,48.0
pic/4.png,['num_4'],abb,46,1.0,'num_4',0.48225530982,0.48225530982017517,0.0,49.0
pic/3.png,['num_3'],huan,-1,1.0,'num_3',0.502256214619,0.5022562146186829,0.0,50.0
pic/5.png,['num_5'],huan,-1,1.0,'num_5',0.451863110065,0.4518631100654602,0.0,51.0
pic/4.png,['num_4'],wh,47,1.0,'num_4',0.418563812971,0.4185638129711151,0.0,52.0
pic/5.png,['num_5'],wh,48,1.0,'num_5',0.419093996286,0.4190939962863922,0.0,53.0
pic/6.png,['num_6'],wh,49,1.0,'num_6',0.536356210709,0.5363562107086182,0.0,54.0
pic/7.png,['num_7'],wh,50,1.0,'num_7',0.552669584751,0.5526695847511292,0.0,55.0
pic/8.png,['num_8'],wh,51,1.0,'num_8',0.502565920353,0.5025659203529358,0.0,56.0
pic/9.png,['num_9'],wh,52,1.0,'num_9',0.519124984741,0.5191249847412109,0.0,57.0
pic/4.png,['num_4'],wh,53,1.0,'num_4',0.418524414301,0.4185244143009186,0.0,58.0
pic/5.png,['num_5'],wh,54,1.0,'num_5',0.335427314043,0.33542731404304504,0.0,59.0
pic/6.png,['num_6'],wh,55,1.0,'num_6',0.518783926964,0.5187839269638062,0.0,60.0
pic/7.png,['num_7'],wh,56,1.0,'num_7',0.534603714943,0.5346037149429321,0.0,61.0
pic/8.png,['num_8'],wh,57,1.0,'num_8',0.368617504835,0.3686175048351288,0.0,62.0
pic/9.png,['num_9'],wh,58,1.0,'num_9',0.437202304602,0.4372023046016693,0.0,63.0
pic/7.png,['num_7'],cross,59,1.0,'num_7',0.485835194588,0.4858351945877075,0.0,64.0
pic/5.png,['num_5'],cross,60,1.0,'num_5',0.535811305046,0.5358113050460815,0.0,65.0
pic/3.png,['num_3'],cross,61,1.0,'num_3',0.519115507603,0.5191155076026917,0.0,66.0
pic/7.png,['num_7'],cross,62,1.0,'num_7',0.453504502773,0.4535045027732849,0.0,67.0
pic/5.png,['num_5'],cross,63,1.0,'num_5',0.402269810438,0.40226981043815613,0.0,68.0
pic/3.png,['num_3'],cross,64,1.0,'num_3',0.369226098061,0.3692260980606079,0.0,69.0
pic/1.png,['num_1'],cross,65,1.0,'num_1',0.667773008347,0.6677730083465576,0.0,70.0
pic/5.png,['num_5'],cross,66,1.0,'num_5',0.518137812614,0.5181378126144409,0.0,71.0
pic/9.png,['num_9'],cross,67,1.0,'num_9',0.350965410471,0.3509654104709625,0.0,72.0
pic/3.png,['num_3'],cross,68,1.0,'num_3',0.619268596172,0.6192685961723328,0.0,73.0
pic/5.png,['num_5'],cross,69,1.0,'num_5',0.753361880779,0.7533618807792664,0.0,74.0
pic/7.png,['num_7'],cross,70,1.0,'num_7',0.61919349432,0.6191934943199158,0.0,75.0
pic/1.png,['num_1'],huan,-1,1.0,'num_1',0.51849168539,0.5184916853904724,0.0,76.0
pic/4.png,['num_4'],huan,-1,1.0,'num_4',0.502327680588,0.5023276805877686,0.0,77.0
pic/1.png,['num_1'],abc3,71,1.0,'num_1',0.519172906876,0.5191729068756104,0.0,78.0
pic/2.png,['num_2'],abc3,72,1.0,'num_2',0.503101706505,0.5031017065048218,0.0,79.0
pic/4.png,['num_4'],abc3,73,1.0,'num_4',0.571117579937,0.5711175799369812,0.0,80.0
pic/1.png,['num_1'],abc3,74,1.0,'num_1',0.553351283073,0.5533512830734253,0.0,81.0
pic/2.png,['num_2'],abc3,75,1.0,'num_2',0.569000124931,0.5690001249313354,0.0,82.0
pic/4.png,['num_4'],abc3,76,1.0,'num_4',0.451288193464,0.4512881934642792,0.0,83.0
pic/1.png,['num_1'],abc3,77,1.0,'num_1',0.385570406914,0.3855704069137573,0.0,84.0
pic/2.png,['num_2'],abc3,78,1.0,'num_2',0.469156205654,0.4691562056541443,0.0,85.0
pic/4.png,['num_4'],abc3,79,1.0,'num_4',0.45247361064,0.45247361063957214,0.0,86.0
pic/8.png,['num_8'],abc3,80,1.0,'num_8',0.536866605282,0.5368666052818298,0.0,87.0
pic/1.png,['num_1'],abc3,81,1.0,'num_1',0.502682685852,0.5026826858520508,0.0,88.0
pic/9.png,['num_9'],abc3,82,1.0,'num_9',0.470158904791,0.4701589047908783,0.0,89.0
pic/8.png,['num_8'],abc3,83,1.0,'num_8',0.51983499527,0.5198349952697754,0.0,90.0
pic/1.png,['num_1'],abc3,84,1.0,'num_1',0.451769202948,0.4517692029476166,0.0,91.0
pic/9.png,['num_9'],abc3,85,1.0,'num_9',0.519285023212,0.5192850232124329,0.0,92.0
pic/8.png,['num_8'],abc3,86,1.0,'num_8',0.453132390976,0.45313239097595215,0.0,93.0
pic/1.png,['num_1'],abc3,87,1.0,'num_1',0.469330012798,0.4693300127983093,0.0,94.0
pic/9.png,['num_9'],abc3,88,1.0,'num_9',0.486434310675,0.48643431067466736,0.0,95.0
pic/4.png,['num_4'],abc3,89,1.0,'num_4',0.619502305984,0.6195023059844971,0.0,96.0
pic/3.png,['num_3'],abc3,90,1.0,'num_3',0.569273412228,0.5692734122276306,0.0,97.0
pic/7.png,['num_7'],abc3,91,1.0,'num_7',0.53632491827,0.5363249182701111,0.0,98.0
pic/4.png,['num_4'],abc3,92,1.0,'num_4',0.435533493757,0.4355334937572479,0.0,99.0
pic/3.png,['num_3'],abc3,93,1.0,'num_3',0.502723574638,0.5027235746383667,0.0,100.0
pic/7.png,['num_7'],abc3,94,1.0,'num_7',0.535945594311,0.5359455943107605,0.0,101.0
pic/4.png,['num_4'],abc3,95,1.0,'num_4',0.435926288366,0.43592628836631775,0.0,102.0
pic/3.png,['num_3'],abc3,96,1.0,'num_3',0.602946281433,0.6029462814331055,0.0,103.0
pic/7.png,['num_7'],abc3,97,1.0,'num_7',0.436529010534,0.4365290105342865,0.0,104.0

extraInfo
date,2019_May_08_0950
frameRate,59.7888020319
expName,click_exp
session,001
participant,mf1733024
